objID,ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z
587745541047256200,132.60292031,11.61789461,24.84997,25.12939,23.19275,22.02558,20.69473
587745541047256088,132.60293655,11.64502197,24.8648,23.56833,21.77243,20.77344,20.03872
587745541047255668,132.60327287,11.57994264,22.15594,21.32651,21.09655,20.84279,20.79429
587745243083506803,132.6033499,11.84902367,24.71587,25.32398,25.59862,24.74917,20.68814
587745243083506571,132.60335484,11.71772554,23.61515,24.19344,22.52603,21.38397,20.78796
587744873716384501,132.60353511,12.00911352,22.5884,25.59467,22.24008,24.29824,22.88802
587745243083506014,132.60356869,11.75826377,22.5364,19.64804,18.2928,17.07704,16.41288
587744873716384323,132.6035732,12.02984808,23.31057,23.11243,22.05709,20.15144,19.06672
587745541047255163,132.60359009,11.67136011,25.29287,23.92343,22.18346,21.00067,20.30398
587745541047255850,132.60381356,11.5608138,23.8564,23.25963,23.66667,23.71764,22.05534
587745541047255869,132.60408011,11.59820033,23.4349,22.16854,21.7682,21.63775,21.38768
587745541047256216,132.60434079,11.70037378,24.21962,25.02241,22.88863,21.51346,20.62033
587745541047255161,132.60441389,11.66517407,23.80614,22.32645,20.92249,20.14445,19.87087
587745541047256121,132.65276199,11.62330689,23.85765,24.49861,22.66326,22.04264,22.3749
587745243083505896,132.65276919,11.81535202,14.52938,13.30286,12.88185,12.75455,12.71849
587744873716384541,132.65281418,11.98273133,23.82982,23.6588,22.35288,21.90328,22.6396
587745243083506666,132.65281825,11.87134125,24.72613,24.22771,22.76654,21.79842,21.03954
587745541047255979,132.65302676,11.67155606,23.21485,22.30648,21.90905,21.53024,21.48405
587745243083505861,132.65306388,11.78542318,17.53403,15.86793,15.22424,14.98576,14.90079
587744873716384635,132.6531004,12.00928657,25.67763,25.22647,24.40862,25.23166,20.32611
587745243083505873,132.65331076,11.80141481,24.58197,20.09653,18.65869,17.7273,17.28631
587745243083505872,132.65343507,11.80020723,16.67461,15.05443,14.42485,14.18826,14.12902
587744873716384096,132.65377908,11.94548369,22.52021,19.81342,18.34827,17.56911,17.10582
587745541047255997,132.65402679,11.703463,23.27527,22.65316,21.97867,21.74358,21.26647
587745243083506153,132.65407989,11.75512919,23.6957,21.01853,19.56206,18.61339,18.05255
587744873716383777,132.65411997,11.90127761,16.39468,14.82918,14.19588,14.0022,13.89158
587745243083506659,132.65419355,11.83319352,24.32524,23.34783,22.63543,22.21196,22.4058
587745243083506233,132.65434887,11.87796697,21.8127,25.07032,24.12723,24.5973,22.11231
587745541047255698,132.65436373,11.57805679,22.62622,24.73357,24.89085,24.37897,22.68588
587745541047320597,132.70502513,11.59066566,24.04577,25.06498,22.96766,24.34335,22.80018
587744873716384207,132.70511824,11.99132755,22.93135,20.73416,19.87017,19.51624,19.30286
587745243083571988,132.70523473,11.75821567,24.45555,22.07224,20.50736,19.14694,18.38165
587745243083571805,132.70524252,11.77073066,19.84684,18.47029,17.9162,17.7279,17.6428
587744873716384417,132.7052606,11.91647869,22.43915,21.45762,20.6917,20.29648,19.98894
587745243083571846,132.70540563,11.89434466,23.1727,20.60162,19.33202,18.66864,18.3111
587745541047321436,132.70548059,11.68279609,23.1399,22.65466,23.39697,22.9266,21.61641
587745541047321648,132.70579337,11.60992963,24.68822,23.66704,21.87354,20.43749,19.5829
587745541047321656,132.70609187,11.65388568,24.16539,24.05895,22.46104,21.51362,21.10738
587745541047321106,132.70631026,11.67711018,22.70779,20.36466,19.15083,18.58506,18.28556
587744873716449595,132.75593495,11.96775534,22.86606,20.39544,19.17723,18.63754,18.39143
587745541047321482,132.75612383,11.58963749,23.94954,22.22195,20.90252,20.25353,19.85147
587745541047320760,132.75639598,11.66143634,24.90338,24.18011,22.44186,22.56392,21.66928
587745541047321166,132.75640272,11.74139608,22.31989,19.81145,18.52241,18.0698,17.89136
587745243083571436,132.75643078,11.82617164,14.21603,14.55939,15.50848,15.48963,12.32931
587745243083571418,132.75646764,11.79724519,15.00071,13.76741,13.33796,13.21617,13.21218
587745243083571437,132.75650033,11.82422244,16.6791,15.11394,14.52174,14.30744,14.25553
587744873716384031,132.75666371,11.93785303,16.81451,15.28,14.74016,14.52167,14.47129
587745243083571863,132.75669572,11.80724444,21.1883,21.13651,21.37274,21.73048,21.07926
587745541047321132,132.75715643,11.59597089,20.49802,18.0324,16.77969,16.19941,15.86653
587744873716449904,132.79721161,12.00019273,25.87586,22.6883,22.07302,20.60821,19.97544
587745243083571903,132.79751452,11.7863694,21.9125,19.3381,17.83234,16.85079,16.29707
587745403608564671,132.79755583,11.57634604,25.23078,24.28768,22.75376,21.62527,20.84112
587745541047320836,132.79761263,11.58564538,24.29267,22.33852,20.95329,19.92082,19.38895
587745541047321729,132.7977328,11.61233282,22.95423,23.90557,22.44119,21.06503,20.46019
587744873716449891,132.79780005,11.97563717,23.27906,21.8806,20.998,20.57072,20.07884
587745243083572349,132.79798142,11.78194111,24.40956,24.52545,22.41068,20.81153,19.8274
587745243083571613,132.79801857,11.81184532,20.9275,18.65121,17.68891,17.30911,17.13427
587745541047321760,132.79804556,11.72935185,24.46188,23.63949,22.0802,21.32693,20.728
587745243083572353,132.79812094,11.79302744,24.22206,24.63433,22.60559,24.01028,22.11593
587745243083571555,132.79817049,11.76485269,17.45454,15.59108,14.90978,14.65876,14.55706
587745541047321752,132.7983547,11.69992537,23.69324,23.53697,21.6618,20.71109,20.09978
587745243083571609,132.79847896,11.81402989,15.25511,14.03344,14.65749,13.47663,13.47204
587745541047321743,132.79851881,11.6718041,24.94994,23.77679,22.02007,21.69981,21.07318
587745541047387485,132.84606467,11.74856718,23.97546,23.33117,22.84107,22.1854,21.57101
587745541047321890,132.84608639,11.61297529,24.28676,23.98391,23.4787,22.36337,21.0412
587745243083637861,132.84610758,11.86974902,24.01206,25.32534,22.0537,21.27649,20.67803
587745541047321042,132.84624864,11.61591005,20.29683,17.65766,16.31994,15.7669,15.44034
587744873716449666,132.84627989,11.96009442,22.14721,19.93969,18.48058,17.54946,17.0546
587744873716449693,132.84639052,12.03157283,20.40357,18.39847,17.56913,17.20676,17.04286
587745243083636933,132.84641581,11.90137636,15.7328,14.43048,13.99681,13.89988,13.80442
587745243083637589,132.84644862,11.77326228,24.65997,21.33826,19.86737,18.62071,17.95148
587745403608564493,132.84659933,11.57340767,22.55113,21.38082,20.70166,20.33927,20.08554
587745541047386139,132.8466028,11.65411732,16.78008,15.26012,14.77046,14.53233,14.46565
587745541047387481,132.84666626,11.71194103,24.92151,24.92583,24.81299,22.13263,22.61156
587745243083637855,132.84670933,11.8369783,24.02524,23.12782,22.4179,22.32177,22.37048
587744873716449698,132.84681079,12.04779716,22.5995,19.7197,18.38933,17.75581,17.4331
587745541047387476,132.84681846,11.6727611,24.79344,23.62256,22.78806,22.29713,22.10471
587745243083636806,132.84697363,11.80736932,16.29202,14.73262,14.05458,13.81171,13.65504
587745243083636822,132.84706704,11.79639727,19.1799,16.96663,16.0435,15.72295,15.52645
587745243083637857,132.84751495,11.85355677,24.00082,23.16213,21.95947,21.67844,21.10787
587745243083637920,132.89982613,11.90072371,24.78802,24.34932,21.88906,20.51123,19.48537
587745541047386946,132.89988009,11.60988564,24.13655,21.34015,19.85202,18.78804,18.17153
587745541047386452,132.90001265,11.77596839,14.3891,15.44762,12.25975,12.31198,12.21828
587745243083637217,132.90003572,11.91004671,23.1819,23.01714,21.62835,20.93221,20.61483
587745541047387166,132.90011425,11.70251804,24.6513,22.85327,21.59001,20.13275,19.45946
587745541047386952,132.90022975,11.65692511,24.87024,21.58799,20.08442,19.15644,18.63204
587745243083637058,132.90029229,11.79638611,16.11818,14.78521,14.27494,14.15059,14.08939
587745541047387172,132.90037978,11.72578144,23.21151,22.38595,21.71953,21.42387,20.91828
587745541047387345,132.90057576,11.67841515,25.0386,23.21368,21.70559,20.27973,19.37995
587745541047386403,132.90059169,11.6489493,15.40213,14.14953,13.7505,13.62684,13.60552
587745243083637253,132.90087235,11.94495913,20.81604,19.81439,19.43279,19.30236,19.25293
587745243083637216,132.9009083,11.90969989,24.43214,21.09174,19.64342,18.58062,17.93944
587745243083637618,132.90094564,11.86495586,24.27926,21.04104,19.95438,19.6425,19.38992
587745243083637005,132.90104243,11.81606838,22.88683,22.71363,21.32965,20.10397,19.35203
587745541047386860,132.90105804,11.66128492,22.65715,19.93474,18.52922,17.85186,17.49281
587745403608629782,132.90142322,11.60149203,24.73532,22.52977,20.99888,19.79737,19.21391
587745541047386627,132.95403787,11.7277267,17.35505,15.6235,15.01845,14.84164,14.76445
587745243083506795,132.59329323,11.73740273,23.23022,26.03755,25.18547,23.03128,20.72495
587745243083506116,132.59333594,11.76875035,23.40335,21.78815,21.31794,21.20225,21.20705
587745541047255108,132.59372033,11.57236725,16.62153,14.83715,14.68284,13.92491,13.8278
587745243083506007,132.59372538,11.75745305,21.29909,18.91206,17.89973,17.55077,17.30729
587745541047255673,132.59376214,11.65308896,22.55927,22.90947,22.92097,22.85848,21.53682
587745243083506564,132.59388629,11.72797672,24.84422,24.86166,22.85261,25.47182,22.96932
587745243083506210,132.59424653,11.74350425,22.19365,24.3596,25.70496,25.34507,23.41377
587745541047255849,132.59432129,11.59664672,24.23845,23.02332,22.88219,22.64434,22.5834
587745243083505997,132.59435245,11.70985427,20.31178,18.13831,17.2556,16.94143,16.78135
587744873716384186,132.59438526,12.02748517,23.90328,20.88301,19.80512,19.37305,19.12371
587745541047255846,132.59460773,11.59251131,23.82314,22.49139,21.38139,20.75197,20.54085
587744873716384226,132.5946501,11.9690757,24.89758,22.63001,21.1912,20.0549,19.32893
587744873716318557,132.59474459,11.92905015,23.63764,21.57844,20.109,18.97843,18.28099
587745243083506642,132.64524751,11.80978119,25.20404,23.90372,22.19054,21.26708,20.61757
587745243083506149,132.64572676,11.74923176,24.45136,20.99662,19.59174,18.30247,17.55622
587745541047255241,132.64586965,11.67099234,25.58123,24.33373,26.21372,23.51105,21.2303
587744873716384084,132.64594975,11.89844827,20.14605,17.68212,16.54588,16.12515,15.88053
587745541047255618,132.64635169,11.63555895,24.28312,23.89186,22.31624,19.62023,18.23964
587745243083572394,132.69087997,11.81952988,23.48607,23.69342,22.81856,21.16225,20.0241
587744873716383831,132.69095921,11.91161657,19.93915,17.38675,16.28699,15.83645,15.57844
587744873716383833,132.69106021,11.91342944,23.36586,23.03925,22.58199,21.55155,21.77217
587744873716384566,132.69106945,12.00306861,23.05385,23.8351,22.03463,20.95698,20.18683
587745541047256011,132.69120565,11.60826557,23.90461,23.31649,22.3198,23.14612,22.31739
587745243083571265,132.69127326,11.86723869,17.20591,14.97492,14.02206,13.65607,13.47304
587745541047321092,132.69136832,11.68289963,21.95347,19.36241,17.93464,17.18593,16.75836
587745541047321293,132.69146856,11.7049993,25.08499,22.792,21.41666,20.19054,19.64559
587745541047321331,132.69156036,11.66911647,22.47026,25.0864,24.61115,24.86859,22.98491
587745541047321093,132.69166264,11.68587924,23.71635,21.32673,19.93476,18.62204,17.92593
587744873716384255,132.69173101,11.93951793,21.625,25.24197,23.69768,24.56094,22.25526
587745541047320608,132.69180163,11.64649327,19.23621,17.94948,17.4641,17.30688,17.22164
587745541047321094,132.69199439,11.68408563,25.09603,24.03817,22.72409,21.09862,20.32872
587745541047320637,132.69201609,11.71896114,14.57739,15.65438,12.7107,12.84147,12.83063
587745243083572409,132.74954992,11.78331714,24.28258,24.60544,23.56553,21.86658,20.96681
587744873716383999,132.74968618,11.94430699,17.90883,16.26921,15.41811,15.14911,15.03348
587745541047321508,132.74978152,11.67448135,24.18796,23.03259,21.35087,20.62459,20.16462
587745243083572038,132.74978523,11.79556022,21.77894,20.85914,20.63548,20.53497,20.49318
587744873716449325,132.74980537,12.02000053,22.8637,23.46757,23.85733,21.48921,20.39622
587745243083572175,132.74986292,11.87186165,23.50155,22.33945,21.74549,21.58153,21.43838
587745403608498665,132.75019809,11.55962527,23.54005,21.48679,19.90058,19.05201,18.52146
587745541047321520,132.75045364,11.69351688,25.45433,23.21275,22.19656,21.16118,20.53907
587744873716450076,132.75053942,12.03658183,24.12322,23.02556,21.73541,20.89186,20.34783
587744873716383981,132.75071056,11.90889644,14.74598,13.10357,12.52732,12.32379,12.24397
587744873716384459,132.75072177,11.92448771,22.74972,22.57094,20.9735,20.175,19.62158
587744873716449320,132.75079937,12.02121409,23.7038,22.8699,21.91523,20.62742,19.70724
587744873716449738,132.79563413,12.03280683,23.4377,20.87039,19.41001,18.46923,17.89441
587745541047321730,132.79572301,11.62049443,24.01708,23.6755,22.3758,21.80552,21.44471
587745541047321253,132.79594968,11.62792403,23.68175,21.2491,19.86444,18.59149,17.89898
587745541047320882,132.79613621,11.69840392,23.88477,21.35195,19.73501,18.31431,17.49979
587745541047321318,132.79657176,11.59538338,23.9094,22.76152,21.18847,20.1518,19.63521
587744873716449649,132.79671185,12.0257452,19.75074,17.86903,17.09827,16.86934,16.73597
587745403608563837,132.79693481,11.58391563,22.87572,21.14942,19.66278,18.39768,17.72842
587745541047321866,132.79699381,11.64085667,25.24917,25.03232,23.74532,22.02101,20.93019
587745541047320912,132.79706358,11.66687953,17.85975,16.61548,16.09917,16.00672,15.96716
587744873716449376,132.79710083,11.95587316,18.05155,16.14487,15.44702,15.21261,15.10103
587745243083637598,132.84139526,11.91474336,23.05402,20.89228,19.4282,17.85029,16.87239
587745243083636851,132.84140636,11.88579808,17.32389,15.65361,15.0278,14.86462,14.73908
587745243083637496,132.84157008,11.92162369,22.44963,19.94326,18.41478,17.60918,17.06139
587745541047386232,132.84160978,11.72918676,19.6872,17.2534,16.27482,15.94001,15.74421
587745243083637654,132.84181881,11.8206956,23.73082,21.75307,20.36225,19.338,18.56339
587745243083571536,132.84183728,11.77799909,14.65936,13.44755,15.15241,14.89084,12.91238
587744873716449660,132.84186276,11.94991136,20.72247,19.33324,18.70601,18.44513,18.24088
587745243083636857,132.84188494,11.87993513,22.59876,21.31395,22.07017,20.54598,20.39573
587744873716449659,132.84192151,11.93820481,22.71329,20.18758,18.73174,18.02604,17.57299
587745541047387317,132.84193958,11.75509626,25.86286,24.67525,22.36074,20.94477,19.89541
587745243083636817,132.84223595,11.80775657,18.08893,16.16933,15.41757,15.15651,14.98873
587745541047321279,132.84227167,11.61959797,23.89245,21.87909,20.27348,19.10317,18.45947
587745541047386798,132.84227313,11.67740094,22.86665,19.88367,18.44016,17.63524,17.16612
587744873716449446,132.8423004,11.98580382,15.27204,14.03817,13.61594,13.4689,13.43671
587745541047387099,132.84235492,11.70047352,23.63936,22.16663,21.5794,21.29522,21.32733
587745541047386243,132.84241388,11.74414449,19.28896,17.77721,17.2181,17.00731,16.90563
587745541047321234,132.84255201,11.63310153,22.26657,20.16496,18.73848,17.80799,17.22983
587745243083636878,132.84259576,11.84819058,23.72167,20.38584,18.9038,17.84334,17.15233
587745541047386881,132.89032252,11.77113356,21.55697,18.94201,17.54502,16.96282,16.61397
587745541047387557,132.89038304,11.76254918,24.05806,23.40043,23.32029,22.84719,21.14015
587745243083637906,132.89040926,11.89518186,24.95691,23.59593,22.00485,20.71459,19.84755
587745541047387051,132.89046687,11.72437466,21.284,21.41176,21.42275,21.01364,20.92513
587744873716450053,132.8906532,12.02566573,25.14773,22.54605,21.20011,20.16901,19.37151
587745243083637662,132.8907751,11.90888835,23.03198,21.83756,20.39221,19.32571,18.5556
587744873716515396,132.89081758,12.047451,22.57336,22.89885,22.17362,22.71875,24.1202
587745243083637918,132.89091208,11.92835556,24.42939,22.9361,22.37476,22.01938,21.92565
587745541047386425,132.89103603,11.73063302,22.53141,24.9133,25.11716,24.3176,23.17194
587744873716449564,132.89115743,11.99432308,21.24171,24.06134,24.02245,22.89133,22.97102
587745541047386396,132.89122222,11.7669058,22.4508,24.51638,23.97724,23.92231,23.30477
587745243083637880,132.89123468,11.79286204,25.16797,23.23725,22.18829,22.04966,21.12124
587745541047386951,132.89131734,11.67535303,24.46743,21.7376,20.23082,19.62816,19.20196
587745243083638042,132.89136529,11.84366923,24.71006,24.62548,26.07363,24.25172,20.70945
587745541047386855,132.89137337,11.70024894,25.2789,22.95212,21.27744,20.2794,19.79419
587744873716450237,132.89155253,11.99200021,26.18817,26.48516,25.73091,24.86025,20.44093
587745541047387359,132.89161615,11.74747962,23.83359,23.7755,22.42724,21.06804,20.39845
587745243083637640,132.94298018,11.91204497,23.08899,21.81547,20.38713,19.62381,18.78825
587745541047387404,132.94299676,11.72077317,23.73305,23.52359,22.16659,20.75744,19.74192
587744873716514927,132.94300837,12.01540639,16.44884,15.17268,14.76531,14.55255,14.49956
587745243083637968,132.94312827,11.90646733,24.20984,23.0978,22.21246,21.12919,20.15961
587744873716515328,132.94332225,12.0381556,23.94437,21.69275,20.26308,19.37802,18.8175
587745541047386558,132.94336733,11.77406272,14.84421,14.24923,16.31775,15.91015,13.10957
587745541047386707,132.94382825,11.78644301,24.79622,25.13472,25.97771,24.29314,21.20425
587744873716515357,132.94384765,12.00865291,21.81433,25.46075,24.3265,24.9485,22.72163
587744873716384590,132.59654474,12.05073059,26.20201,25.08546,23.70015,21.28275,19.96471
587745243083506604,132.59662486,11.85651333,23.57578,23.74263,22.48677,22.43451,22.16521
587744873716384302,132.59666236,11.98827469,23.93759,22.41727,21.79688,21.57602,21.27515
587745541047256072,132.59667913,11.58641585,24.41266,24.11023,23.11932,20.88958,19.98007
587744873716383764,132.59680458,12.00504489,24.08937,23.23591,22.15067,21.21161,20.67918
587745243083506178,132.59700604,11.71989,24.14236,21.80234,20.43538,19.85485,19.40041
587745243083506011,132.59718342,11.77629447,21.18844,20.11009,19.78853,19.64799,19.55898
587744873716384627,132.59725065,12.01643894,24.43772,24.72766,24.84919,23.86838,20.37103
587745243083505806,132.597438,11.86624226,16.77952,15.09136,14.42233,14.23759,14.09406
587745541047256073,132.59749541,11.58545672,23.68088,23.809,22.42798,21.02117,20.41761
587745243083506603,132.59753426,11.85110026,24.38085,24.05111,22.56208,23.32347,23.00435
587745541047255137,132.59754248,11.62082594,21.05749,20.12337,19.83781,19.5652,19.5365
587745541047255164,132.59772332,11.66792246,25.14816,23.09076,23.40794,21.58603,21.42027
587745541047255158,132.59781072,11.66090903,24.31401,21.1391,19.6697,18.52333,17.92823
587745541047255600,132.59781387,11.63405327,23.58279,21.84197,20.53844,19.20022,18.49051
587744873716318825,132.59790556,11.91682392,22.30306,22.66039,22.64539,21.71673,20.88788
587745541047256084,132.59800787,11.63208616,23.34589,24.30801,22.52958,22.83322,22.22156
587745541047256246,132.64665477,11.7048903,24.83903,25.12465,22.8194,21.8794,21.62626
587745243083506070,132.64666153,11.8427483,20.80998,20.23645,20.06815,20.05402,19.85884
587745243083506073,132.64683745,11.87376816,21.34496,19.13993,17.98195,17.52487,17.25171
587744873716383774,132.64704908,11.91996138,18.36765,17.39054,16.94804,16.78669,16.71298
587744873716384552,132.64757917,12.05706267,22.91369,23.96283,21.77414,20.66225,19.88379
587745541047256131,132.64758141,11.68296088,24.37956,23.99467,22.35417,22.46375,22.30054
587744873716383814,132.64785173,12.04391151,18.97706,17.96461,17.79855,17.75722,17.80655
587745243083506481,132.64788241,11.85020859,25.01829,22.73149,21.25622,20.0748,19.36431
587745541047255974,132.64803247,11.67849506,22.80904,21.46068,20.95006,20.68385,20.50286
587745541047256016,132.69378991,11.59749821,23.54184,23.38926,23.18014,22.89106,22.70179
587745541047321650,132.69396643,11.68177824,24.40383,24.13098,22.3127,21.0301,20.2992
587745541047256001,132.69414796,11.56825919,23.11416,22.63961,22.34564,21.94161,21.83877
587745243083505948,132.69434345,11.72697284,25.11139,23.2704,21.86415,20.50431,19.60236
587745243083572261,132.69453281,11.80195582,24.25187,25.48711,22.17672,24.44915,22.98303
587744873716384429,132.69460022,11.98668591,24.24548,22.62457,22.02312,22.08792,22.77244
587745403608499005,132.6946255,11.5583727,25.3389,23.18719,24.14807,23.91232,23.7284
587745243083571300,132.69523037,11.88272101,16.60408,15.15466,14.58504,14.34758,14.24511
587744873716383826,132.69525271,11.89794476,17.35753,15.68991,15.08367,14.87443,14.81419
587745243083571267,132.69528548,11.87184435,22.12946,25.24131,24.41792,24.31003,22.79148
587745541047321526,132.74624918,11.73834179,24.02007,22.36532,21.55751,21.33952,20.92646
587745243083571941,132.74646413,11.74767434,22.93251,21.46627,20.05422,19.2392,18.73822
587744873716384011,132.74648656,11.97064564,20.493,17.81719,16.62387,16.0364,15.73796
587744873716449725,132.74671746,11.98283215,23.81658,21.22391,19.75348,18.60935,18.05625
587745243083571335,132.74676899,11.77023169,14.98503,13.7148,13.27006,13.14659,13.14057
587744873716383998,132.74679553,11.94356206,14.66297,13.48681,13.0708,12.96145,12.9324
587745541047320775,132.74695655,11.70284188,22.7825,21.03082,20.20475,19.87759,19.76535
587745541047321340,132.74699176,11.60022149,22.53925,24.48809,24.48493,24.3789,23.55392
587745541047321307,132.74729984,11.71706935,24.44563,22.137,20.63234,19.30923,18.64262
587745403608499336,132.74739364,11.57055408,25.79042,23.551,22.6516,21.5193,21.2811
587745541047321691,132.74744707,11.63363095,24.76546,23.63694,22.69816,22.45773,22.24347
587745541047321476,132.74752013,11.60218622,24.62289,22.58095,21.43571,21.01782,20.6045
587744873716449336,132.74754698,12.05533993,17.15475,15.49959,14.86329,14.63867,14.49773
587744873716383974,132.74763548,11.91453353,17.6813,16.22148,15.5511,15.27408,15.13154
587744873716450098,132.80042151,12.00564529,22.34654,23.06705,21.79325,20.96732,20.48169
587745243083571755,132.8005078,11.91120289,17.19939,15.65337,14.97386,14.81504,14.75115
587745243083571713,132.80050949,11.8754394,21.29625,21.11371,21.28225,20.07371,20.88578
587745243083571657,132.80078061,11.84250665,16.71041,15.26231,14.65843,14.45141,14.37251
587745243083571590,132.80088877,11.78744287,17.04325,15.49095,14.88546,14.66976,14.61571
587745243083571610,132.80091194,11.80962922,15.35614,14.15722,13.41053,13.60385,13.6066
587744873716449644,132.80095747,11.9808799,22.74167,20.0615,18.60171,17.47129,16.84652
587745541047321223,132.80102796,11.73762441,22.03192,20.36296,19.58236,19.39777,19.20632
587745403608564092,132.80103933,11.5720411,20.99611,20.62041,20.35026,20.08354,19.79939
587745243083571750,132.80118212,11.90636251,15.72622,14.4621,13.94376,13.83619,13.83025
587745243083571736,132.80119262,11.89345051,18.50968,16.96987,16.3238,16.11382,16.02662
587745243083571572,132.801195,11.77254494,14.69067,13.471,13.02786,12.9143,12.909
587745243083571709,132.8013764,11.88211744,19.58745,17.11671,15.93927,15.47713,15.28127
587744873716449908,132.80149709,11.9933917,25.47408,22.69924,23.8904,22.6953,22.25709
587745243083571591,132.80174251,11.78505198,21.45218,18.53281,17.15101,16.56577,16.22241
587745243083636808,132.84917043,11.78779334,14.81524,14.05987,15.78261,15.41247,12.31705
587745541047386198,132.84943678,11.64780197,16.16779,14.81991,14.35538,14.19661,14.14831
587745541047386812,132.84952102,11.6947662,21.80477,20.48953,20.12713,19.97922,19.99078
587744873716449808,132.8495856,11.98294608,21.63737,25.75459,25.65362,24.76598,22.78506
587745403608563932,132.849818,11.58065187,15.77075,14.32919,13.81862,13.66996,13.60495
587745541047321790,132.8498308,11.6075367,24.08214,25.11633,22.80079,23.44853,22.28934
587745541047387097,132.84992408,11.66294303,23.3679,21.586,20.85291,20.52605,20.44304
587744873716449672,132.84996037,11.94990687,24.72769,22.63401,21.07171,19.83443,19.06633
587745541047387475,132.84999936,11.65683618,25.09903,24.39343,23.14925,21.97339,21.45494
587745541047387544,132.85010393,11.67129366,24.20783,24.49875,24.66429,22.70045,21.16093
587745403608564138,132.85011091,11.56236471,21.44244,20.25986,19.84197,19.70226,19.58879
587745541047387001,132.85022681,11.74913472,24.15491,22.33829,21.01501,19.55049,18.79375
587745541047387478,132.85032611,11.66735663,24.63993,24.24029,23.50429,21.86408,21.04827
587745243083636812,132.85034463,11.80608405,14.3051,14.03849,14.97014,15.94863,12.53746
587744873716449481,132.85042687,12.02516441,16.77237,15.31295,14.74263,14.45865,14.38038
587745243083636803,132.8504802,11.78592805,15.1247,13.8588,15.17859,14.6893,13.14527
587745541047387477,132.85050215,11.65956748,24.54195,25.61847,23.76393,21.86529,20.97765
587744873716449976,132.85071303,11.97265652,22.31265,21.83387,21.2951,20.89003,20.68197
587745403608564860,132.85075095,11.56468265,23.81269,24.55088,23.28947,21.67793,20.79119
587745243083637251,132.90157065,11.94740519,15.39124,14.22205,13.89177,13.68893,13.65984
587744873716515135,132.90157224,12.04778356,23.3429,20.0411,18.54394,17.6697,17.13794
587745243083637518,132.90161708,11.82605349,20.88417,18.13989,16.74732,16.17141,15.80992
587745541047387352,132.90199361,11.69000421,24.12168,23.78078,22.60508,21.86856,21.28478
587745243083637215,132.90221986,11.90756117,17.19296,15.57459,14.94565,14.75253,14.64303
587744873716514865,132.90267629,12.0136662,21.32499,19.12462,18.06845,17.70345,17.43569
587744873716514881,132.90272835,12.05375596,22.21397,19.19987,17.77115,17.14186,16.77862
587745541047387011,132.90280199,11.67207173,23.90018,21.99415,20.51957,19.15535,18.41198
587745541047386629,132.95089595,11.72181026,21.4438,18.75943,17.52755,17.06454,16.80984
587745403608630419,132.95118442,11.58660574,24.09288,24.63707,23.58163,22.01353,21.61342
587745243083637393,132.95127996,11.88536082,22.57364,21.64273,24.20327,21.15667,19.96322
587745243083637332,132.95131981,11.85329666,14.10916,12.81361,12.33529,12.19953,12.16067
587745243083637395,132.95144311,11.89606983,24.62149,21.85755,18.72655,19.2928,18.37141
587745541047255935,132.63401643,11.61870318,23.68321,22.90067,22.56599,23.01333,22.35395
587745541047255472,132.63442232,11.65287655,22.25541,19.85545,18.73237,18.2995,18.06706
587745243083506615,132.63448855,11.74998054,25.09841,24.01318,22.61865,20.24396,18.75138
587745243083506426,132.63470121,11.78316672,23.81018,25.64855,24.73274,24.71092,20.40367
587745243083506636,132.63473693,11.83044028,23.13707,23.6486,22.65788,22.56184,21.55031
587745243083506628,132.63479868,11.79984229,23.91678,23.29526,21.51202,20.6705,20.04189
587745541047255610,132.63499679,11.60475644,24.65021,22.08945,20.63594,19.51641,18.84439
587745541047255617,132.63502256,11.67163146,25.16447,21.80232,20.43906,19.44983,18.90244
587745243083506024,132.63513629,11.71290677,20.91834,19.82005,19.39022,19.20547,19.1506
587745243083506465,132.63536529,11.87213538,25.02209,23.11566,21.7075,20.39421,19.77926
587744873716384249,132.63546571,11.92413332,21.6325,25.44328,25.36298,25.97263,22.33479
587744873716384538,132.63555939,12.01902896,23.42991,23.26978,22.37668,22.58418,23.73995
587745243083571985,132.69229214,11.78238105,24.86495,23.10329,21.43212,19.88997,19.00834
587744873716383914,132.69246261,12.03282348,14.82608,13.63782,13.30344,13.14474,13.13445
587744873716383829,132.69299757,11.90858066,16.18847,14.45059,13.75936,14.48192,13.84899
587744873716384436,132.69311356,12.01822708,23.42181,23.02872,23.38223,22.50383,21.71218
587744873716383830,132.69317354,11.9086354,15.49869,14.5588,15.17415,13.5804,13.96891
587744873716383917,132.69319865,12.03010034,22.56026,21.41372,19.8877,18.75723,18.09891
587745243083571266,132.69329223,11.87131006,16.97631,15.3736,14.75765,14.50528,14.39431
587745243083571992,132.69341856,11.87679916,23.57828,21.77989,20.53112,19.32924,18.70504
587745541047320609,132.69344422,11.64687372,21.93382,20.32621,19.66788,19.44577,19.34766
587744873716384464,132.7412878,11.97428872,23.24107,21.1948,20.32144,19.90347,19.46141
587745243083571877,132.74134108,11.89905849,20.97897,18.88881,18.21437,17.9484,17.82828
587744873716384036,132.74148197,11.99744262,22.79696,20.17102,18.72867,17.81167,17.33681
587744873716384239,132.74156262,11.95338148,21.98932,22.71491,22.10651,22.27412,21.82335
587744873716449309,132.74161691,12.0090739,22.27619,20.54295,19.71651,19.48388,19.29163
