z,petroMag_r
0.1182269,16.18668
0.2273031,18.20479
0.227338,18.20479
0.1102072,16.94649
0.1101857,16.94649
0.04733888,16.48741
0.04734126,16.48741
0.07852383,17.31155
0.07849792,17.31155
0.2849222,18.03308
0.2847911,18.03308
0.07943771,17.57662
0.07941173,17.57662
0.07871937,16.91258
0.0787293,16.91258
0.07889332,16.17138
0.07890579,16.17138
0.0780846,16.65484
0.0245018,17.0593
0.07803549,16.65484
0.07832814,16.51702
0.07835463,16.51702
0.01795977,17.72423
0.01796284,17.72423
0.1044049,16.06127
0.104438,16.06127
0.0758402,16.65129
0.07581826,16.65129
0.1051454,17.79114
0.1051053,17.79114
0.1056021,17.09149
0.09892625,19.14973
0.1055672,17.09149
0.1039709,17.80293
0.1039631,17.80293
0.08008277,16.96701
0.08009203,16.96701
0.1038017,17.54521
0.1037896,17.54521
0.08177008,17.03217
0.0800328,17.07077
0.08385679,15.52156
0.07985896,15.65829
0.0817994,17.03217
0.08230213,16.23854
0.08505996,17.07306
0.08488908,16.86349
0.08230145,16.23854
0.06186269,15.59278
0.08119979,17.07594
0.08120518,17.07594
0.0828004,17.30305
0.07402825,17.71535
0.07267764,16.50303
0.08111396,15.59299
0.08283465,17.30305
0.0856267,17.21822
0.0856365,17.21822
0.09713959,15.83191
0.09714297,15.83191
0.05508721,15.4982
0.05508335,15.4982
0.2073411,17.46473
0.228387,19.31166
0.4044317,19.31166
0.140891,17.48097
0.0876767,17.61729
0.0876697,17.61729
0.4658205,19.74508
0.08317864,16.44443
0.08317965,16.44443
0.02462657,14.63349
0.02464845,14.63349
0.04939391,17.08241
0.04938377,17.08241
0.1826088,17.29423
0.1829216,17.29423
0.05423574,17.18316
0.05420853,17.18316
0.117419,17.02038
0.1174489,17.02038
0.054143,16.51899
0.05416328,16.51899
0.1155244,17.69306
0.1158793,17.69306
0.05430887,16.63547
0.128022,17.86524
0.1280576,17.86524
0.2901351,18.04262
0.2900359,18.04262
0.1132193,16.48317
0.1132175,16.48317
0.01498338,17.68386
0.01498347,17.68386
0.1160695,17.21645
0.1160488,17.21645
0.1122474,16.9644
0.1121676,16.9644
0.1155608,16.43897
0.1154951,16.43897
0.02996489,13.86772
0.02990131,13.86772
0.1158436,18.75237
0.1158283,18.75237
0.01501523,17.47597
0.01501885,17.47597
0.1383955,17.29947
0.1384507,17.29947
0.1389856,17.73146
0.1392658,17.73146
0.222448,17.96505
0.1812115,17.96505
0.05462344,17.44435
0.05465138,17.44435
0.138949,17.77838
0.1386768,17.77838
0.1469762,17.90055
0.1469574,17.90055
0.1374615,17.13781
0.1377412,17.13781
0.05335716,17.83237
0.05336335,17.83237
0.09675542,17.34811
0.09680121,17.34811
0.103495,17.44371
0.1037098,17.44371
0.08298903,15.30097
0.2919503,15.30097
0.1174207,17.5912
0.1174074,17.5912
0.1041036,17.70062
0.1040946,17.70062
0.1270838,17.79681
0.116455,17.08691
0.1164924,17.08691
0.09770759,16.68567
0.09775519,16.68567
0.107122,16.5622
0.1071756,16.5622
0.02539507,14.13021
0.0253859,14.13021
0.08285472,17.33677
0.08276585,17.33677
0.03762654,16.36465
0.03761605,16.36465
0.1985067,17.87276
0.1984903,17.87276
0.1274358,17.87831
0.1955563,17.61737
0.1955824,17.61737
0.0237703,16.82778
0.02377013,16.82778
0.08657026,16.19554
0.08657453,16.19554
0.1966599,17.24242
0.196775,17.24242
0.08288307,17.91249
0.08291919,17.91249
0.1161948,17.55094
0.1161023,17.55094
0.02491794,17.15194
0.02491346,17.15194
0.1394613,17.59543
0.1395773,17.59543
0.09770205,16.56377
0.09765185,16.56377
0.02515452,17.28513
0.02516963,17.28513
0.1274497,17.68753
0.1273884,17.68753
0.1733657,17.48995
0.1732505,17.48995
0.1612055,17.77395
0.1614257,17.77395
0.08714713,16.99181
0.08715218,16.99181
0.3782496,17.20927
0.02541754,17.20927
0.1399453,17.68452
0.1399882,17.68452
0.02532009,17.78528
0.025289,17.78528
0.05257575,16.40425
0.05388318,14.08017
0.05385043,14.08017
0.1425869,17.61066
0.1396848,16.72549
0.1396181,16.72549
0.05445213,18.24368
0.05444938,18.24368
0.1380185,17.84354
0.1379323,17.84354
0.1444032,17.62502
0.1444463,17.62502
0.1362992,17.05513
0.1362859,17.05513
0.1663463,16.98856
0.1664426,16.98856
0.1662894,17.73868
0.1662549,17.73868
0.3983749,19.05297
0.3984558,19.05297
0.1362523,17.34955
0.1362182,17.34955
0.1963641,19.16539
0.1962995,19.16539
0.1166094,16.82414
0.1166573,16.82414
0.2054247,17.76795
0.2054734,17.76795
0.1827099,17.68585
0.1828001,17.68585
0.1523485,17.0866
0.1524347,17.0866
0.2576738,17.62701
0.2575751,17.62701
0.03303818,16.91777
0.03304055,16.91777
0.1304875,17.41858
0.1304678,17.41858
0.1607848,17.17343
0.1608484,17.17343
0.1294433,17.54826
0.1294513,17.54826
0.02976793,16.87548
0.02976764,16.87548
0.1041136,17.37551
0.1041081,17.37551
0.1805228,17.51045
0.1805345,17.51045
0.1279115,17.68011
0.1279502,17.68011
0.1279296,17.37857
0.128098,17.37857
0.1022461,17.54087
0.1022681,17.54087
0.0244987,14.61955
0.02451792,14.61955
0.02500002,16.7176
0.02500089,16.7176
0.04771312,15.27168
0.04776663,15.27168
0.1827653,17.41761
0.1828943,17.41761
0.08156604,17.57939
0.08162592,17.57939
0.08200604,16.45714
0.08195076,16.45714
0.1842742,16.99847
0.1842913,16.99847
0.165691,17.82657
0.1656055,17.82657
0.08502848,15.85651
0.08504637,15.85651
0.1876771,17.74097
0.1875977,17.74097
0.02828262,17.0853
0.02828324,17.0853
0.4747767,19.78174
0.4740977,19.78174
0.1426987,17.691
0.14267,17.691
0.2228257,17.77751
0.2226478,17.77751
0.1427866,17.28239
0.1427503,17.28239
0.166772,17.68484
0.166812,17.68484
0.1670259,17.84897
0.1669978,17.84897
0.03284724,15.76779
0.03288526,15.76779
0.2363298,17.75759
0.2363974,17.75759
0.1657251,17.53251
0.1656945,17.53251
0.06879028,17.5792
0.06873605,17.5792
0.0713549,17.65112
0.07135946,17.65112
0.0689487,17.83436
0.06895955,17.83436
0.07006595,15.77144
0.07005251,15.77144
0.07030866,16.67249
0.07024592,16.67249
0.06999305,15.65
0.06996535,15.65
0.06954091,17.31906
0.06957767,17.31906
0.02982839,14.82018
0.02983897,14.82018
0.1392431,17.67244
0.1392892,17.67244
0.1151662,17.68789
0.1150827,17.68789
0.1383508,17.56222
0.138068,17.56222
0.146522,16.86403
0.1465755,16.86403
0.04783304,17.78785
0.04783143,17.78785
0.08241674,17.81836
0.08248188,17.81836
0.02595581,16.90667
0.02591913,16.90667
0.1173928,16.99758
0.1175562,16.99758
0.2566985,17.57268
0.1368393,17.57268
0.1169099,17.3748
0.1167654,17.3748
0.139968,17.77464
0.07003572,18.88235
0.07004102,18.88235
0.2570185,17.36418
0.1730543,17.36418
0.174983,17.4749
0.1749242,17.4749
0.07928953,17.7051
0.1741841,18.9621
0.1741388,18.9621
0.05197871,16.77728
0.05477188,15.07579
0.0547474,15.07579
0.1046712,16.19207
0.1041095,15.6563
0.3598819,18.6066
0.3600526,18.6066
0.1667138,17.16237
0.1666946,17.16237
0.02491187,17.91492
0.024912,17.91492
0.3596706,18.99201
0.3596793,18.99201
0.3642564,18.92707
0.3643723,18.92707
0.08252623,17.61237
0.08244498,17.61237
0.167036,17.36405
0.1672045,17.36405
0.0789049,17.70065
0.07885719,17.70065
0.3615372,18.48019
0.361432,18.48019
0.1663122,17.31606
0.1663039,17.31606
0.08279925,17.67022
0.08292297,17.67022
0.1380982,17.14584
0.1380373,17.14584
0.04884209,17.51956
0.04886026,17.51956
0.4790478,19.53167
0.4786231,19.53167
0.113742,17.55048
0.1167462,17.07555
0.1143576,17.68936
0.07246398,17.27569
0.02964342,15.66839
0.1028952,17.63678
0.1156163,17.72512
0.1029431,17.63678
0.1148724,17.72638
0.1148337,17.72638
0.02991869,17.44098
0.02992021,17.44098
0.1285226,17.62168
0.1285496,17.62168
0.01745718,17.26563
0.01744209,17.26563
0.2730508,18.51212
0.2728429,18.51212
0.1685488,17.66985
0.1685254,17.66985
0.1067615,17.16645
0.1068243,17.16645
0.1175165,18.50769
0.1175176,18.50769
0.04603212,17.75687
0.04605669,17.75687
0.05410652,17.22361
0.05417298,17.22361
0.3233969,18.41766
0.3596572,18.86028
0.3597513,18.86028
0.1175131,17.57159
0.117503,17.57159
0.0830194,17.43731
0.08299632,17.43731
0.1125435,17.56817
0.1319599,17.30857
0.06061973,16.78896
0.1783086,17.68056
0.2644157,17.76189
0.2704019,18.19889
0.1906664,17.10966
0.08307268,17.23031
0.08305207,17.23031
0.1098635,17.65164
0.04576474,15.64677
0.08633374,17.5738
0.07032461,17.68619
0.1096025,17.63907
0.1784553,17.68899
0.07399747,17.67362
0.01710951,24.80194
0.2965997,17.67255
0.1092442,17.57371
0.4240521,18.97359
0.4238413,18.97359
0.02536365,16.05768
0.02535571,16.05768
0.0982829,17.83649
0.09826167,17.83649
0.09822624,16.94255
0.09829554,16.94255
0.02496588,16.34568
0.02493797,16.34568
0.1011516,17.43035
0.1011736,17.43035
0.1730959,17.78298
0.1730205,17.78298
0.1014759,17.6509
0.1014841,17.6509
0.09867069,17.6204
0.09867393,17.6204
0.1031543,17.73024
0.1030785,17.73024
0.09785619,16.74428
0.0978831,16.74428
0.0996609,17.34743
0.09963868,17.34743
0.1570942,17.82069
0.1570382,17.82069
0.1024847,17.1926
0.102526,17.1926
0.3486635,18.63991
0.04005105,17.21201
0.04006717,17.21201
0.04013677,16.17284
0.1144908,16.81153
0.09313559,16.78476
0.08770598,17.20272
0.0876972,17.20272
0.09964401,16.65856
0.0906776,17.12819
0.1112194,17.33917
0.03989328,16.7518
0.1070134,17.07184
0.1069934,17.07184
0.05017945,18.07528
0.05019517,18.07528
0.1317497,17.18233
0.1317787,17.18233
0.07705034,15.89518
0.07708023,15.89518
0.04731026,16.44236
0.04732067,16.44236
0.3144232,18.49946
0.3142331,18.49946
0.1429297,17.83211
0.1429131,17.83211
0.07620034,16.9981
0.1101294,17.59633
0.1431132,17.30604
0.1432132,17.30604
0.1084991,17.3223
0.1104282,17.32772
0.07475369,16.47012
0.1100906,17.23043
0.07475523,16.47012
0.07501414,17.79618
0.07495425,17.79618
0.07594688,17.40103
0.07588968,17.40103
0.07623491,17.7675
0.0762712,17.7675
0.07538493,17.53486
0.07536609,17.53486
0.07463802,17.48507
0.07463621,17.48507
0.1230723,17.50678
0.1230614,17.50678
0.02708067,15.11976
0.02710935,15.11976
0.1313895,17.67758
0.1314342,17.67758
0.07569881,17.68946
0.075734,17.68946
0.0762095,15.83763
0.07619049,15.83763
0.07398276,16.14521
0.07395959,16.14521
0.1313425,17.94688
0.1313735,17.94688
0.07510134,17.70469
0.07507441,17.70469
0.1307944,17.66837
0.1307426,17.66837
0.06304356,17.67046
0.08076004,17.27164
0.111187,17.26207
0.06208347,15.73458
0.1111443,15.64703
0.09203685,16.60732
0.09717272,17.11268
0.1281546,17.56546
0.0979054,17.08439
0.09925207,17.52616
0.08363478,16.43007
0.0971178,16.7354
0.09103554,16.28438
0.09459077,16.65201
0.09210555,17.5026
0.09488761,16.74638
0.09700939,16.46095
0.09741128,17.66781
0.0378574,16.22151
0.0966417,17.45946
0.0949576,17.5375
0.09933893,17.16292
0.0993662,16.23468
0.09586794,17.46127
0.07451127,16.8252
0.1162738,17.13026
0.1099988,17.7582
0.193673,17.23266
0.1802332,17.54079
0.0965984,17.78458
0.1161793,17.7256
0.09890851,16.93134
0.1979415,17.75058
0.1866127,17.61814
0.1849307,17.566
0.1846233,17.25074
0.1846916,16.81284
0.18272,17.51995
0.1841377,17.33502
0.1551947,17.41796
0.1826603,17.38364
0.154008,17.50628
0.09808062,16.18397
0.1536324,17.16
0.09596179,17.39853
0.1845457,17.52344
0.08447506,17.04089
0.3319663,18.69687
0.1988014,17.75894
0.06292506,14.7499
0.05623049,17.2039
0.1054939,17.63858
0.03854868,15.0471
0.04729665,17.73652
0.2150686,17.71446
0.1855896,17.58354
0.2891009,18.2835
0.09699315,15.91296
0.049089,16.75609
0.07468972,15.55161
0.05544734,17.05779
0.03995889,16.23472
0.07260793,16.62056
0.06420593,16.93618
0.2691203,18.27547
0.06425364,16.4374
0.1174877,17.78156
0.1840491,17.69674
0.03957444,17.53745
0.09679831,16.57364
0.09374503,17.35442
0.1065273,16.91023
0.1229716,17.7111
0.122842,17.26053
0.08120644,17.48142
0.1225726,17.68063
0.08865393,17.56343
0.06244914,17.2389
0.02531278,14.88531
0.09735515,17.7257
0.1213906,17.46258
0.04209985,16.75665
0.1269682,17.03451
0.02549546,17.05459
0.02485563,14.82853
0.3744542,18.46402
0.1841451,17.732
0.2025281,17.79592
0.2034556,16.82566
0.1997119,17.87018
0.2392828,17.78989
0.198562,17.81656
0.1016841,16.83993
0.3745646,18.99549
0.1202514,17.52548
0.3782293,19.26983
0.3744827,18.7301
0.1554572,17.4908
0.1120535,17.03172
0.04195643,15.57306
0.0423163,16.76589
0.1105683,17.41795
0.09199414,17.3797
0.06202273,14.99333
0.2580419,18.81627
0.2579273,18.81627
0.1026584,16.5396
0.1026829,16.5396
0.1771696,17.6717
0.1111752,17.39818
0.04457912,17.38052
0.1457763,17.64732
0.1457778,17.64732
0.09955656,16.03882
0.1094026,16.32716
0.1015486,17.1384
0.1006646,17.01918
0.03920615,17.67463
0.09044226,17.28507
0.09965934,18.19154
0.03937292,15.34086
0.0395609,17.60399
0.1241248,16.65433
0.07235809,16.34334
0.06753028,17.50756
0.1244766,17.172
0.02487851,14.6238
0.1235829,17.1902
0.07585815,17.72597
0.04873518,15.68689
0.09187973,18.97615
0.1156812,16.91679
0.09297878,17.66168
0.07461032,17.54088
0.1356696,17.23091
0.09247445,17.49818
0.07160346,15.82914
0.07148171,17.30268
0.09145387,16.62606
0.01281893,13.83427
0.09088492,16.88366
0.07126261,16.66955
0.09014694,16.38915
0.07181782,17.07236
0.06785175,17.08344
0.06716757,16.03045
0.1122294,17.49414
0.08825613,16.23744
0.1118383,17.10582
0.342376,18.84706
0.06769258,17.61983
0.1137192,17.79165
0.06736504,16.71231
0.06623101,16.97905
0.06692205,14.93221
0.03112363,16.63119
0.1036699,17.3478
0.1036567,17.3478
0.1002046,17.62087
0.1002247,17.62087
0.07318684,16.2141
0.07318164,16.2141
0.4595136,19.46276
0.4590281,19.46276
0.3643806,18.62252
0.3644915,18.62252
0.1001261,16.89856
0.1001409,16.89856
0.08866273,17.66441
0.08864009,17.66441
0.1868032,17.83765
0.1868032,17.83765
0.08081605,17.69243
0.08084237,17.69243
0.09930884,17.82698
0.1000678,17.33007
0.05463228,17.49532
0.4496451,18.57274
0.3709999,18.65421
0.08343689,17.27549
0.1845521,18.71708
0.08997068,15.89102
0.2410962,17.06628
0.0642837,17.2669
0.1002846,16.86929
0.1120218,17.66459
0.2028511,17.4949
0.2015381,17.64771
0.0644965,16.02641
0.2041135,17.67597
0.06514609,16.38477
0.2031619,17.66739
0.1126211,17.58235
0.1570996,17.49699
0.1829307,18.00166
0.0648197,15.32974
0.06551905,15.53092
0.1856849,17.70495
0.1857911,17.58094
0.1569634,16.53405
0.07389112,16.39481
0.2696267,17.38495
0.1840815,17.78186
0.468538,19.27152
0.04804159,16.84568
0.2786633,18.15405
0.0867205,16.99125
0.4347217,19.3035
0.06295616,17.2167
0.1733431,17.42476
0.1719405,17.54727
0.06903423,17.71076
0.0990875,16.99371
0.2053018,17.38896
0.1720036,17.48067
0.1524745,17.95078
0.0991436,16.8054
0.1094115,17.69958
0.07518222,16.19823
0.07517696,16.19823
0.07440118,15.41218
0.07437177,15.41218
0.1138166,17.32441
0.06768384,16.64107
0.01326556,15.51427
0.06597326,17.58566
0.0644541,17.64965
0.187294,17.71799
0.06422289,17.50376
0.06398206,17.68851
0.0620543,17.24911
0.09042711,15.54016
0.09037574,16.02476
0.09020376,17.312
0.11091,17.03728
0.1112382,17.16633
0.1094904,18.11687
0.1098315,17.72591
0.1111355,16.06434
0.1103327,17.62024
0.1137892,17.55459
0.1228687,17.63298
0.0768416,15.47411
0.1194429,18.0653
0.07009463,15.80786
0.1273622,16.07722
0.1274913,16.07722
0.1275212,17.88017
0.3660428,18.70217
0.1914501,17.83044
0.191435,17.83044
0.1372335,17.58975
0.1394016,18.67462
0.1387401,17.4967
0.1387893,17.37596
0.1143625,18.2696
0.05060681,16.8772
0.0504879,16.8772
0.07241386,17.62885
0.07247441,17.62885
0.05494982,15.35609
0.05493324,15.35609
0.1252366,18.31442
0.1253883,18.31442
0.1222172,17.21239
0.1195413,15.92499
0.1263816,17.85259
0.1597755,17.59138
0.1206125,17.06721
0.1224455,17.18998
0.1872637,18.10434
0.446168,19.17365
0.1864986,17.56739
0.07015833,16.80214
0.1361898,17.47362
0.186617,17.03892
0.02607814,16.33027
0.1187842,17.2365
0.117193,17.84477
0.1484625,17.77276
0.1497455,17.85476
0.4668794,19.47015
0.08266958,16.11062
0.08300237,16.60308
0.1154661,16.82097
0.08140311,16.7086
0.08159519,16.62202
0.3809979,19.37693
0.1138679,17.86852
0.08963996,17.13876
0.2744926,17.98852
0.2745234,17.93575
0.1233405,17.81495
0.1228339,17.04136
0.07752284,16.17553
0.1264726,17.38129
0.1270444,17.77432
0.2898948,18.64054
0.379478,19.45415
0.1373666,17.80389
0.1389264,15.26475
0.1442797,17.43187
0.08314144,17.63244
0.08701976,17.04222
0.1851576,16.67748
0.1380461,17.34815
0.1214516,17.44564
0.1206369,17.69568
0.3793265,18.66758
0.1266222,17.6065
0.1285111,17.02293
0.08063412,17.81381
0.1287052,17.02293
0.08206553,17.62225
0.08612453,17.45997
0.1254318,17.2587
0.2263904,17.83325
0.1843713,17.32702
0.1864482,17.49325
0.1270055,17.57762
0.07657462,17.33696
0.1198047,16.8469
0.1160944,17.22646
0.1226594,16.53947
0.0257723,15.57263
0.07704814,17.00766
0.1138784,16.78066
0.08210064,19.21801
0.1199035,16.64161
0.1201759,17.29951
0.07826867,16.67684
0.02594488,14.23115
0.0557272,17.31407
0.1738924,17.63691
0.08408771,17.45786
0.185155,17.66591
0.1201423,16.77934
0.06935921,17.78364
0.1233288,17.117
0.1233391,17.37127
0.1225571,17.46822
0.264854,17.49223
0.1064273,17.24677
0.1234704,17.34317
0.05310914,17.21764
0.1231836,17.6304
0.2335199,17.66647
0.05358519,17.08518
0.05287682,16.07998
0.05280297,17.68981
0.05282557,16.182
0.05392269,17.0438
0.1594049,17.08468
0.1451953,17.82162
0.0934539,16.77186
0.1459521,17.85111
0.1487385,17.8008
0.1008734,16.87621
0.05325994,17.42642
0.05346759,16.76579
0.05265518,17.16006
0.1224157,17.79577
0.05299084,17.48249
0.04975093,17.86154
0.1218743,17.69153
0.1183404,17.22118
0.0539526,17.10191
0.05278205,16.47168
0.05348853,17.73109
0.05455462,16.59708
0.3502899,18.49836
0.1250686,16.95369
0.05330114,17.0324
0.3611151,18.67916
0.04997522,14.68645
0.0771817,16.98024
0.429748,19.01311
0.05033805,17.04557
0.4353047,19.28053
0.02569302,15.80572
0.05245277,15.23944
0.1911701,17.69513
0.433724,18.64241
0.1439614,16.64567
0.1237411,18.07014
0.1809998,17.90356
0.05319332,17.06989
0.1053215,16.99065
0.1054251,16.99065
0.05477605,16.11117
0.05475596,16.11117
0.229779,16.41892
0.05476647,16.41892
0.05439847,17.01576
0.05441657,17.01576
0.2551171,17.70472
0.05291578,14.5389
0.1489294,17.323
0.1066562,16.97386
0.3034874,19.04708
0.465157,19.52339
0.299898,18.1214
0.08308603,17.90415
0.03188351,16.44381
0.09813379,17.53793
0.1139601,16.68048
0.09757847,17.19018
0.1135538,17.20827
0.04609774,15.95108
0.05424383,16.99204
0.1752853,17.60864
0.08876021,19.25314
0.09075226,17.67596
0.1100352,17.62115
0.1207005,17.48175
0.08407986,17.61278
0.06002207,17.54302
0.09695716,16.85679
0.1001999,17.20442
0.05316988,15.45253
0.05325856,17.08271
0.1364836,17.53365
0.05363373,17.23508
0.05285992,17.7121
0.09702466,16.66622
0.05338602,14.72681
0.05287728,17.09244
0.05264126,15.39835
0.3537809,18.81839
0.1340321,17.63247
0.1232416,17.6503
0.0525437,17.71793
0.1039473,17.79583
0.1352074,17.37139
0.179418,17.13876
0.1267255,17.3905
0.4676841,19.78157
0.1231979,17.1559
0.1255854,17.71888
0.05461172,15.81741
0.05406799,17.61002
0.05404774,17.61002
0.2424401,17.55298
0.1266095,17.55298
0.1866996,17.04816
0.1867926,17.04816
0.05417537,17.04356
0.1293532,17.31681
0.1382738,17.49477
0.1249301,17.85093
0.02550302,17.85093
0.1477537,17.75997
0.05391951,17.20438
0.1283283,17.61388
0.1496952,17.09065
0.1511372,17.33662
0.1511467,17.33662
0.4762199,19.19853
0.1141617,17.71743
0.05294834,17.08142
0.0529525,17.08142
0.15846,17.80873
0.05449592,16.51018
0.117342,17.52959
0.05515259,17.85716
0.3678169,18.89729
0.1519118,17.39494
0.3679064,18.66119
0.07793126,17.80332
0.34059,18.5658
0.06073605,17.83515
0.09659059,17.8894
0.09696352,17.80865
0.09698731,17.90685
0.09426551,17.04979
0.05480139,16.77043
0.06234364,16.80461
0.1142683,17.75266
0.1140156,17.592
0.1430754,17.79992
0.07872328,17.45123
0.07919856,16.4562
0.07762073,16.95142
0.07758146,16.8633
0.1420507,17.86474
0.07805659,16.10571
0.0891047,17.15175
0.07736008,18.00258
0.1203042,17.64169
0.3682172,18.77528
0.1038673,17.59747
0.0301458,16.30175
0.4725424,19.77345
0.08451605,16.81637
0.08454226,16.81637
0.3814456,19.0474
0.3817805,19.0474
0.3823519,18.82382
0.3823613,18.82382
0.3828102,18.70581
0.3827306,18.70581
0.1272063,17.06441
0.1270298,17.06441
0.1391678,16.92733
0.1390986,16.92733
0.03182963,17.58022
0.03181852,17.58022
0.2083274,18.14621
0.2084031,18.14621
0.1310251,17.76045
0.1309963,17.76045
0.05502148,16.55428
0.05497202,16.55428
0.1300605,16.99879
0.1300796,16.99879
0.1612221,17.8388
0.161291,17.8388
0.139939,17.19041
0.1399986,17.19041
0.1499008,17.30449
0.1501091,17.30449
0.1390623,17.22794
0.1390459,17.22794
0.05195385,15.56435
0.05310893,16.53067
0.1687047,17.84315
0.05139021,16.96728
0.1206944,17.22439
0.07824092,17.36221
0.1399038,17.41901
0.07727106,17.0478
0.1845385,17.69645
0.1859926,17.14658
0.1378537,16.86538
0.1393975,17.33143
0.1397973,17.10318
0.1284655,17.71
0.1260677,17.31344
0.1403432,17.63448
0.1290105,17.70492
0.140055,17.97418
0.1254413,18.42389
0.1324122,17.83693
0.1284233,17.75628
0.09618083,18.43773
0.1381395,16.25834
0.115973,17.40031
0.05473021,17.48066
0.0780502,16.84139
0.08168125,17.80222
0.108453,17.451
0.1082418,17.0738
0.07939668,17.70494
0.07958387,16.78523
0.02399611,17.25392
0.2269707,17.76107
0.1829496,17.67349
0.2246651,17.42827
0.4197023,19.57531
0.3107299,18.0909
0.1691525,17.64846
0.1693498,17.64846
0.0543888,18.55765
0.05440659,18.55765
0.05438524,17.72817
0.05445293,17.72817
0.1805817,17.62062
0.1804117,17.62062
0.05506185,16.18599
0.05509599,16.18599
0.1058698,19.40475
0.1058703,19.40475
0.0549181,15.7755
0.05488437,15.7755
0.05278391,17.50159
0.05276997,17.50159
0.1196677,17.8679
0.1197733,17.8679
0.1269082,17.49294
0.1269785,17.49294
0.3747055,18.81589
0.3748558,18.81589
0.04716936,15.31863
0.04716412,15.31863
0.1717299,17.44025
0.133714,17.36337
0.1337743,17.36337
0.04733143,16.02395
0.1077018,17.38558
0.09142033,17.58342
0.09359889,16.16225
0.08840443,16.99891
0.08890882,17.29131
0.09143047,17.80177
0.04651669,17.66661
0.04650215,17.66661
0.1348493,16.94298
0.1347579,16.94298
0.1335346,16.44637
0.1334986,16.44637
0.1944767,17.52702
0.0819373,16.55088
0.08811215,17.681
0.08297773,16.00408
0.08858068,16.84764
0.1260125,17.58933
0.08296794,17.43603
0.3870113,19.32565
0.3872026,19.32565
0.1680381,17.72055
0.1679793,17.72055
0.08285738,15.44022
0.08275288,15.44022
0.08413588,16.6138
0.08460263,16.42077
0.1082598,17.19657
0.1039807,16.78675
0.142207,17.7907
0.1420912,17.7907
0.4482089,20.13872
0.4486036,20.13872
0.1871503,17.6497
0.1870901,17.6497
0.08531181,17.36502
0.08523381,17.36502
0.3827082,18.95799
0.3823628,18.95799
0.3082846,18.43504
0.3083101,18.43504
0.1061341,16.86694
0.1061177,16.86694
0.140043,17.42804
0.1399496,17.42804
0.3766012,18.77973
0.3765602,18.77973
0.245177,19.05713
0.2451683,19.05713
0.04697684,17.35283
0.04699,17.35283
0.09642956,17.21734
0.09643819,17.21734
0.08059787,17.48237
0.08059291,17.48237
0.1801523,17.66076
0.180151,17.66076
0.1627867,17.79078
0.1626778,17.79078
0.3745582,18.78243
0.3745469,18.78243
0.1624515,17.44817
0.1624147,17.44817
0.08324609,16.33519
0.08350749,17.6499
0.08193831,17.63434
0.4482054,19.79694
0.1420824,17.42422
0.08238528,15.59107
0.1038187,17.7342
0.08501793,17.17277
0.08495676,17.17277
0.08064348,17.2949
0.08068316,17.2949
0.0873433,16.95496
0.08733964,16.95496
0.4535351,19.15455
0.4539602,19.15455
0.4511928,19.15142
0.45142,19.15142
0.456764,19.14505
0.4565433,19.14505
0.0850146,17.15089
0.08503357,17.15089
0.08649378,16.41941
0.08646487,16.41941
0.08523802,16.42387
0.08517933,16.42387
0.2456699,18.28825
0.2456232,18.28825
0.1887685,17.70688
0.1888265,17.70688
0.04721855,16.14987
0.04721273,16.14987
0.1905029,17.21098
0.190501,17.21098
0.1688899,17.78016
0.168927,17.78016
0.1220383,17.6091
0.1220552,17.6091
0.07888837,17.16133
0.07891055,17.16133
0.08153969,17.71699
0.0815746,17.71699
0.08629435,17.7133
0.08634382,17.7133
0.04660146,16.66086
0.04654016,16.66086
0.04787529,15.26969
0.04787951,15.26969
0.1353912,17.71228
0.1353686,17.71228
0.08138862,16.10965
0.08133721,16.10965
0.2148149,17.92084
0.2148068,17.92084
0.1691245,17.71955
0.1692192,17.71955
0.196409,16.73365
0.1964816,16.73365
0.1614137,17.09698
0.1614274,17.09698
0.04814943,15.90758
0.04816229,15.90758
0.09642912,17.15674
0.09635995,17.15674
0.1213554,24.80194
0.1213445,24.80194
0.04761122,17.80437
0.04762284,17.80437
0.1243176,17.36504
0.1243232,17.36504
0.04884202,17.03171
0.04884269,17.03171
0.04854106,18.41791
0.04857774,18.41791
0.04800756,15.35852
0.04802551,15.35852
0.1329671,17.64729
0.1329636,17.64729
0.02267708,15.50305
0.0226515,15.50305
0.0468502,17.10565
0.04684968,17.10565
0.3540857,18.81219
0.04876805,18.55166
0.08357225,17.73337
0.0837586,19.07183
0.1071918,17.47466
0.08721326,17.31125
0.1362407,17.24027
0.08187259,15.74358
0.08674903,17.22053
0.1201369,17.63669
0.1940414,17.54827
0.08530828,17.24449
0.08339317,16.41129
0.08337064,17.37717
0.2070788,17.82896
0.09938732,17.38758
0.2051732,17.80885
0.04673638,17.40114
0.1264545,18.0225
0.4707332,19.28717
0.2403674,18.14746
0.09729826,17.02111
0.09742426,16.71035
0.09699459,17.312
0.2294261,17.74039
0.09750019,17.31406
0.3314179,18.40159
0.3314894,18.40159
0.3699949,18.95079
0.3699682,18.95079
0.04795738,17.34946
0.3900169,18.64479
0.4580378,19.3534
0.08909807,17.58353
0.1256909,17.41289
0.0227484,16.19977
0.08137351,17.77905
0.1588375,17.37425
0.4284312,18.89242
0.1667605,17.4535
0.04678359,16.72194
0.1080061,17.67339
0.08298794,17.16399
0.07161345,16.40608
0.2410661,17.81363
0.08237318,17.71583
0.08079409,16.6748
0.1664142,17.37802
