z,petroMag_r
0.1811558,17.5551
0.4005152,19.04536
0.107872,17.47738
0.1234957,17.15006
0.0440147,17.65434
0.3558666,18.42945
0.343175,19.09585
0.04664776,16.52592
0.09481686,16.79079
0.1852873,17.68558
0.217119,17.81349
0.04600343,14.42592
0.2152438,17.81053
0.09505673,16.75533
0.09416925,16.95012
0.3197693,18.57231
0.09394514,16.58895
0.04580676,17.43939
0.06925137,17.70961
0.2761015,18.23628
0.06895422,17.65856
0.3953714,19.01548
0.2227221,17.54965
0.08838558,17.00361
0.08841213,17.00361
0.05276097,15.74444
0.1266051,16.81948
0.08386191,17.74573
0.08379171,16.88642
0.05255714,16.47413
0.155542,16.9905
0.4650176,19.90553
0.08494626,17.63749
0.0915474,17.56659
0.04329554,17.11017
0.06096138,17.96018
0.09467191,16.53636
0.09473691,15.40812
0.09278917,17.73115
0.09492103,17.04905
0.3409504,18.99958
0.04947625,17.06498
0.04931395,15.07908
0.383855,18.50766
0.07114973,17.04692
0.2685684,19.01243
0.06348848,16.73959
0.06264437,16.82267
0.07109754,17.37331
0.3433291,19.82821
0.06312257,17.93625
0.06337297,17.85897
0.06171828,16.89009
0.179592,17.51828
0.09599349,17.85267
0.09844736,15.49589
0.3615823,18.41375
0.0611262,16.80867
0.0702217,16.81775
0.2016057,17.71879
0.1642963,17.53241
0.08365821,16.75032
0.0922997,17.29062
0.2765018,18.74348
0.09594639,17.72487
0.09261788,16.95693
0.09616243,17.26329
0.08873131,16.60213
0.0915454,17.52345
0.09231967,17.30793
0.09289638,17.51533
0.2043797,17.61779
0.1873399,17.59486
0.4168614,19.39069
0.1043596,17.74828
0.1869858,17.84484
0.1163033,17.66688
0.08704213,16.48095
0.04428656,16.29208
0.1160059,17.77609
0.08741361,17.7149
0.09223709,17.31124
0.186459,17.04856
0.1600967,17.49008
0.2277851,18.62149
0.06662225,17.74628
0.07119782,16.80281
0.2143175,18.6124
0.1166805,17.35653
0.07935565,17.44255
0.2358633,17.56242
0.09536429,17.55277
0.3953642,19.327
0.3762593,18.54896
0.1549165,17.61568
0.1364578,17.63162
0.09265409,16.99777
0.09506696,17.61464
0.1232988,17.27032
0.1229224,17.28136
0.1183163,17.08402
0.1182997,17.08402
0.1186944,17.62235
0.1187428,17.62235
0.04873844,16.10118
0.04870981,16.10118
0.1080736,17.65129
0.1081338,17.65129
0.0708397,15.73795
0.07083587,15.73795
0.1597992,16.7443
0.1086676,17.56192
0.1085765,17.56192
0.1078532,16.72832
0.1078763,16.72832
0.180339,17.22896
0.1804859,17.22896
0.2208932,18.64856
0.0526337,17.4274
0.04072163,16.4691
0.1312081,17.57919
0.1311945,17.57919
0.08793741,17.797
0.08796801,17.797
0.4499002,19.13087
0.4503538,19.13087
0.09704342,17.1022
0.09700228,17.1022
0.3660651,19.17913
0.03552287,15.53399
0.0355509,15.53399
0.03600679,16.98055
0.03599374,16.98055
0.09657628,16.48683
0.09660385,16.48683
0.03575989,17.12562
0.03575706,17.12562
0.04256609,16.67157
0.04255897,16.67157
0.04090546,16.63146
0.04087759,16.63146
0.04208763,15.75553
0.04207554,15.75553
0.08416326,17.04728
0.08413497,17.04728
0.0972218,16.25945
0.09731548,16.25945
0.3766032,18.79992
0.3761651,18.79992
0.1522605,17.10767
0.1528858,17.88299
0.03315733,16.582
0.2331733,20.69267
0.2350901,17.70979
0.235007,17.70979
0.07146523,16.75829
0.07153116,16.75829
0.06800111,16.85956
0.1029717,17.57484
0.1029819,17.57484
0.04098697,14.52665
0.04093848,14.52665
0.08499468,17.50115
0.08499259,17.50115
0.110673,17.8174
0.110682,17.8174
0.1107601,17.46494
0.1107273,17.46494
0.04110818,15.24984
0.04105502,15.24984
0.376407,18.67639
0.3763686,18.67639
0.0682348,17.90161
0.06823988,17.90161
0.03633977,16.32361
0.08803295,17.19557
0.09229607,17.61543
0.2360146,17.76119
0.1462506,17.8455
0.2258569,17.81773
0.2365252,18.27505
0.05476268,15.31801
0.05473621,15.31801
0.03653441,17.15676
0.03652861,17.15676
0.2366153,17.50662
0.2365791,17.50662
0.1375416,17.74822
0.1374757,17.74822
0.1820871,17.8024
0.1820628,17.8024
0.1172421,17.79849
0.117231,17.79849
0.3291015,18.18275
0.3292025,18.18275
0.3259148,18.83583
0.3260651,18.83583
0.2191042,17.85229
0.2190745,17.85229
0.04077037,15.56636
0.04078309,15.56636
0.04064145,17.70092
0.04065495,17.70092
0.06397337,16.8167
0.1165675,17.53808
0.1165992,17.53808
0.04137182,16.38994
0.04136619,16.38994
0.0963771,16.52964
0.1836567,17.87492
0.1413397,18.98936
0.2297579,17.8348
0.2297704,17.8348
0.4590362,19.20485
0.08710399,17.7875
0.087047,17.7875
0.1787374,17.32557
0.1786135,17.32557
0.1416636,17.61253
0.1417428,17.61253
0.06708416,16.65852
0.06694433,17.78065
0.1110912,16.61146
0.111356,17.598
0.1565661,17.62149
0.1566343,17.62149
0.1449482,17.32261
0.1450251,17.32261
0.1463363,17.64332
0.1463688,17.64332
0.04817737,15.27753
0.04820528,15.27753
0.1780898,17.65951
0.1781496,17.65951
0.04843906,15.76675
0.04837273,15.76675
0.036226,16.50271
0.03627707,16.50271
0.09782708,16.87783
0.0979175,16.87783
0.1798479,17.12488
0.1799019,17.12488
0.1450647,17.46658
0.1449612,17.46658
0.1466159,17.58372
0.1467002,17.58372
0.01232957,13.43644
0.1133198,16.93609
0.1136772,16.93609
0.2719514,18.4832
0.2718392,18.4832
0.1443275,17.64814
0.1442444,17.64814
0.1697161,17.166
0.1697681,17.166
0.1706069,17.66191
0.1706948,17.66191
0.415939,19.148
0.3302263,18.32728
0.330114,18.32728
0.08824509,17.40805
0.08835136,17.40805
0.07084826,17.30127
0.07075494,17.30127
0.07219128,17.71683
0.07212957,17.70929
0.07215717,17.70929
0.1425983,17.2566
0.1425939,17.2566
0.08619995,17.03373
0.08624943,17.03373
0.07180949,15.10133
0.07176512,15.10133
0.07179886,16.80612
0.07182053,16.80612
0.08193924,17.62798
0.08187931,17.62798
0.0857064,17.43202
0.08570157,17.43202
0.4487141,18.7154
0.4484648,18.7154
0.0553918,16.34671
0.05529791,16.34671
0.04750311,17.15192
0.04750007,17.15192
0.1420641,17.02786
0.1421051,17.02786
0.1459576,17.57048
0.1459067,17.57048
0.07476529,17.381
0.07484314,17.381
0.1030046,16.77704
0.1028595,16.77704
0.08669474,17.90819
0.08670539,17.90819
0.07208765,17.71683
0.03756302,17.09566
0.03750434,17.09566
0.07314912,15.93519
0.07302039,15.93519
0.2372727,17.92266
0.2373296,17.92266
0.218723,17.69806
0.2186214,17.69806
0.06038743,17.70824
0.06035592,17.70824
0.1417804,17.55284
0.1416599,17.55284
0.0774927,16.71339
0.07750211,16.71339
0.03438087,14.72932
0.03443846,14.72932
0.3518553,19.05067
0.3516905,19.05067
0.3479827,19.09394
0.3484299,19.09394
0.07461919,16.82276
0.07461275,16.82276
0.07390533,17.62528
0.07391377,17.62528
0.3480667,17.96107
0.348244,17.96107
0.135798,16.72828
0.1358507,16.72828
0.02160186,16.99159
0.02162852,16.99159
0.08513261,17.73916
0.08507744,17.73916
0.01089747,15.86993
0.01089472,15.86993
0.4205169,18.72302
0.4208039,18.72302
0.07893856,17.17138
0.07898723,17.17138
0.2349609,17.61288
0.2351198,17.61288
0.07498784,17.82164
0.07496278,17.82164
0.04736141,16.3509
0.04735956,16.3509
0.07486259,17.50831
0.07482548,17.50831
0.1521055,17.51615
0.1519966,17.51615
0.1002176,17.5167
0.1002761,17.5167
0.04748611,17.46202
0.04751169,17.46202
0.07679772,16.61121
0.0768065,16.61121
0.112638,17.14328
0.1125039,17.14328
0.101269,17.67549
0.1013493,17.67549
0.1015825,17.26958
0.1015704,17.26958
0.07533996,16.02843
0.07530677,16.02843
0.08422864,15.06316
0.08418943,15.06316
0.1043929,16.16537
0.104407,16.16537
0.1105693,17.72267
0.1106853,17.72267
0.2602059,17.60033
0.2603821,17.60033
0.07531458,17.05289
0.07532739,17.05289
0.08399552,15.82412
0.08395507,15.82412
0.2917077,17.77721
0.2916132,17.77721
0.08713547,17.67107
0.08703937,17.67107
0.2200638,17.76413
0.219958,17.76413
0.08197466,16.62816
0.08185956,16.62816
0.3201663,18.23696
0.3203083,18.23696
0.0779044,17.21819
0.07790425,17.21819
0.08550737,17.31686
0.0855158,17.31686
0.07277459,16.75777
0.07281715,16.75777
0.1444637,17.64157
0.1444571,17.64157
0.08556654,17.48198
0.08557237,17.48198
0.02169727,16.9326
0.02165666,16.9326
0.1524037,17.78263
0.1523384,17.78263
0.1777226,17.63554
0.1778284,17.63554
0.1516154,16.68651
0.1515485,16.68651
0.08346026,15.88142
0.08337675,15.88142
0.1411865,16.21025
0.1412741,16.21025
0.1137096,17.57407
0.1136098,17.57407
0.146328,16.42594
0.1463133,16.42594
0.2843554,17.79047
0.284177,17.79047
0.06156222,16.92078
0.06154148,16.92078
0.01239225,13.43644
0.2336142,17.54781
0.2336891,17.54781
0.1669027,17.58169
0.1668539,17.58169
0.0610222,17.38336
0.06103048,17.38336
0.4429436,18.95269
0.4434178,18.95269
0.0473996,16.88962
0.04741794,16.88962
0.07576311,16.56497
0.07575075,16.56497
0.07604571,17.38528
0.07602958,17.38528
0.1032497,17.31132
0.1032969,17.31132
0.08611468,15.0508
0.08613902,15.0508
0.353369,19.17468
0.1098963,17.30298
0.1152782,16.91718
0.2673517,17.81611
0.2673466,17.81611
0.2451328,19.20165
0.2449483,19.20165
0.1761876,17.16217
0.1762787,17.16217
0.1448767,17.13348
0.1447773,17.13348
0.08642034,16.01834
0.08647047,16.01834
0.2195131,17.75904
0.2195289,17.75904
0.03440264,17.77754
0.03440157,17.77754
0.03424437,17.10751
0.03422052,17.10751
0.2653603,17.85908
0.2654646,17.85908
0.1613182,17.7774
0.2425427,18.33423
0.2425675,18.33423
0.1655472,17.50512
0.1656472,17.50512
0.02124054,15.12903
0.03095017,17.12715
0.1254219,17.17698
0.0212847,15.12903
0.02179704,17.5065
0.1201193,16.2993
0.02179444,17.5065
0.1432338,17.59917
0.1431352,17.59917
0.08774808,17.60116
0.08780569,17.60116
0.3503943,18.85259
0.3502337,18.85259
0.1432324,17.28688
0.1433225,17.28688
0.3743014,19.56613
0.1425244,17.49639
0.1425428,17.49639
0.478149,19.02765
0.4781462,19.02765
0.4340989,19.01178
0.4346042,19.01178
0.3495334,18.5429
0.3495083,18.5429
0.11149,17.53256
0.1115286,17.53256
0.08461317,17.74928
0.08458589,17.74928
0.02184831,16.36854
0.02182075,16.36854
0.0871883,17.12621
0.08716532,17.12621
0.2039945,18.10781
0.2042363,18.10781
0.0745604,16.61988
0.0745201,16.61988
0.2029677,17.22931
0.2030642,17.22931
0.07454437,17.56655
0.07457149,17.56655
0.2156497,17.78863
0.2156447,17.78863
0.4909717,19.53569
0.3317491,18.78044
0.331441,18.78044
0.1030805,17.05815
0.1030748,17.05815
0.3993178,18.90362
0.3992385,18.90362
0.112917,17.45714
0.1129093,17.45714
0.1443537,16.86331
0.1443524,16.86331
0.168539,16.4743
0.1685166,16.4743
0.08708939,16.85583
0.08713901,16.85583
0.1027235,16.64165
0.1027568,16.64165
0.1027738,16.91821
0.1027567,16.91821
0.2390209,17.55957
0.2390855,17.55957
0.0165169,16.23418
0.01644879,16.23418
0.1764592,17.4951
0.1765474,17.4951
0.07112104,17.06507
0.07109397,17.06507
0.3720331,19.99102
0.3713009,19.99102
0.08482099,16.80415
0.08496257,16.80415
0.04667215,17.54687
0.04667491,17.54687
0.04680728,16.24427
0.04685168,16.24427
0.08394484,17.55781
0.08399642,17.55781
0.3346787,19.0164
0.3343029,19.0164
0.2841676,17.89785
0.2845311,17.89785
0.08561404,15.91196
0.08565774,15.91196
0.483718,19.53977
0.483698,19.53977
0.2714491,18.11101
0.2714526,18.11101
0.1922686,17.91961
0.1923794,17.91961
0.0864007,17.18537
0.08648199,17.18537
0.09955937,17.76023
0.09958303,17.76023
0.08657439,16.84826
0.08666056,16.84826
0.3524065,18.75716
0.3524535,18.75716
0.113106,16.97067
0.1408633,17.10156
0.1410411,17.10156
0.01801363,13.73409
0.01805773,13.73409
0.07584246,16.75097
0.1924917,17.04833
0.06481893,17.21977
0.1941606,17.73158
0.1940736,17.73158
0.3031053,18.26329
0.2056154,17.69729
0.3490953,18.50527
0.09946631,17.55837
0.08660586,16.77623
0.04960647,17.51485
0.09666809,16.96803
0.169326,17.62576
0.1553541,17.31856
0.09742462,15.36917
0.05918246,17.70806
0.04921554,15.03494
0.02600551,14.66204
0.1040966,16.59901
0.1039578,17.42396
0.07148817,16.24838
0.07282509,15.66887
0.1460805,16.83967
0.1036095,17.34049
0.1974658,17.55809
0.2708658,18.18426
0.3511315,19.0174
0.07580139,16.91774
0.1230781,17.32183
0.1338793,17.39778
0.2029772,17.76602
0.1182473,17.23091
0.4380213,18.9486
0.1307817,17.59505
0.132356,17.00518
0.1302192,17.75696
0.1288995,17.4894
0.02967208,15.64981
0.178189,17.40931
0.08720506,16.86465
0.1311766,16.31621
0.1262496,17.14622
0.2124586,17.25589
0.1814319,17.34108
0.1696646,17.72063
0.3135473,17.84451
0.06902143,17.38173
0.09971716,16.46776
0.06652709,17.8107
0.1691881,17.51857
0.03966612,16.13683
0.06636747,15.40507
0.06763317,16.47843
0.1460233,16.53632
0.09840453,17.19372
0.09975616,17.17098
0.1030856,16.68081
0.1017812,17.32692
0.4389208,19.27337
0.1418712,17.35124
0.1418803,17.35124
0.04602534,17.8153
0.04602138,17.8153
0.2600247,18.80863
0.0721167,18.80863
0.1185552,16.99833
0.118682,16.99833
0.1248171,16.64696
0.1248819,16.64696
0.0763794,17.09859
0.07636662,17.09859
0.07552285,16.43031
0.07549135,16.43031
0.2254309,17.83459
0.2254319,17.83459
0.07543427,17.46939
0.0755018,17.46939
0.1165714,17.65085
0.1164438,17.65085
0.3245387,18.89159
0.3247925,18.89159
0.3277998,18.19077
0.3277409,18.19077
0.1044627,16.80248
0.1042626,16.80248
0.07533617,17.77139
0.07549144,17.77139
0.1300885,17.15746
0.1300687,17.15746
0.07700519,17.58054
0.07702852,17.58054
0.04628657,16.37941
0.04631858,16.37941
0.1311557,17.11858
0.1311816,17.11858
0.05010736,15.89403
0.05010178,15.89403
0.07746819,17.06172
0.07749061,17.06172
0.1332476,17.53278
0.133316,17.53278
0.076873,16.43785
0.07688178,16.43785
0.1333217,17.30934
0.1332973,17.30934
0.1415003,18.02174
0.1415825,18.02174
0.1583285,17.09035
0.1583311,17.09035
0.08602201,16.43355
0.0860414,16.43355
0.08543665,17.37083
0.08536031,17.37083
0.1191604,16.84186
0.1191477,16.84186
0.08259519,17.45301
0.08255296,17.45301
0.3971365,19.18242
0.3968945,19.18242
0.1093498,16.95823
0.1093492,16.95823
0.1131042,17.55575
0.1131931,17.55575
0.1096773,17.2453
0.109682,17.2453
0.08353332,16.92686
0.08354836,16.92686
0.231204,17.76866
0.2312384,17.76866
0.08470123,16.8636
0.08473853,16.8636
0.0975197,16.35622
0.0975664,16.35622
0.1843271,17.52296
0.184359,17.52296
0.1882266,17.71064
0.18842,17.71064
0.06377096,16.53766
0.06380931,16.53766
0.1382528,17.27159
0.1382549,17.27159
0.1123899,16.8606
0.1124157,16.8606
0.08106903,17.64933
0.08100408,17.64933
0.08067756,17.00384
0.08064014,17.00384
0.1430175,17.01588
0.1429787,17.01588
0.07860799,16.83459
0.07866352,16.83459
0.08328921,14.66861
0.08329641,14.66861
0.08068073,17.43143
0.0806603,17.43143
0.1331623,16.68868
0.1331378,16.68868
0.07968613,17.75504
0.0797765,17.75504
0.3450462,19.02053
0.3092817,18.41944
0.1039839,16.6086
0.1319499,17.78277
0.1258304,17.73686
0.1357443,17.5382
0.1352412,17.02477
0.1236827,17.72723
0.195696,17.6241
0.1945445,17.61297
0.07320953,17.35577
0.4847349,18.99907
0.125938,17.3895
0.07568309,17.07325
0.1882437,17.52104
0.3482977,18.42777
0.05845807,17.71034
0.01665464,16.43859
0.1002293,17.2448
0.1352108,16.96551
0.3503243,19.08896
0.3494766,18.08374
0.3498434,20.58484
0.129817,17.27306
0.08207645,17.49981
0.09997381,16.76651
0.1012395,17.02695
0.09887172,16.51471
0.3336391,19.10164
0.3283218,21.61282
0.1283296,17.10213
0.140175,17.67781
0.09936982,15.69424
0.3524946,18.70398
0.01977853,16.54722
0.1379391,17.16159
0.2607593,17.85574
0.1818645,17.54424
0.100177,17.36344
0.07360979,16.91868
0.07374299,17.43281
0.07177915,17.34346
0.3346986,18.08927
0.06801787,15.54957
0.1042405,17.46741
0.01998717,13.44684
0.01953857,12.89495
0.134647,16.94334
0.07484668,16.79177
0.3099823,18.27921
0.07232104,17.73629
0.3435958,18.29907
0.1316369,17.61602
0.1928969,17.62915
0.07326384,17.40404
0.07401329,17.44548
0.06733652,17.43743
0.1243669,17.12502
0.1346519,17.16513
0.2370575,17.58434
0.134257,17.036
0.1975535,17.28157
0.1980775,17.68437
0.3450179,18.72985
0.1263006,16.67916
0.1249396,17.24862
0.06142393,16.72116
0.01992587,17.27186
0.1266894,16.76762
0.1153812,17.1
0.0291669,15.81129
0.1417668,17.60621
0.125516,17.78228
0.3112466,17.94769
0.06438477,16.86622
0.1044395,17.71823
0.1040389,17.10703
0.104035,17.40844
0.1264002,17.01995
0.06139338,15.88888
0.1320973,16.44517
0.1309277,16.97895
0.1400673,16.92101
0.1560636,17.33215
0.1327881,17.07621
0.184098,17.14544
0.1840667,17.14544
0.08134072,17.1
0.08140783,17.1
0.1644736,17.48792
0.1644493,17.48792
0.08588155,16.92192
0.08586778,16.92192
0.3391321,18.81779
0.3389237,18.81779
0.1220102,17.28021
0.1218556,17.28021
0.1319236,17.68958
0.1318456,17.68958
0.04011256,15.66091
0.04013976,15.66091
0.1241421,16.99628
0.1239719,16.99628
0.09320945,17.23409
0.09334737,17.23409
0.09938055,16.38523
0.09951262,16.38523
0.2090305,24.65314
0.09811176,17.33803
0.09810685,17.33803
0.1182851,17.07197
0.1182681,17.07197
0.1177192,17.25588
0.1177598,17.25588
0.0288659,15.9996
0.02885398,15.9996
0.01951809,17.66693
0.0194802,17.66693
0.1187735,17.30737
0.118739,17.30737
0.02222205,17.71756
0.02222677,17.71756
0.1179547,17.36133
0.1179862,17.36133
0.1262188,17.37599
0.12629,17.37599
0.131236,16.97515
0.1311861,16.97515
0.1322715,17.09934
0.13224,17.09934
0.1171956,17.10346
0.1172562,17.10346
0.1051683,16.94897
0.1050531,16.94897
0.3432508,18.38768
0.3431619,18.38768
0.1178732,17.4523
0.1178961,17.4523
0.1051772,17.4644
0.1051603,17.4644
0.1170478,16.46588
0.1169803,16.46588
0.05012988,16.44022
0.05013565,16.44022
0.1046762,16.9708
0.1047577,16.9708
0.1049729,16.93086
0.1048721,16.93086
0.2487984,17.50294
0.2489508,17.50294
0.08536135,19.29234
0.08549321,19.29234
0.1771557,17.87187
0.1770483,17.87187
0.05253085,15.53729
0.05253265,15.53729
0.117972,17.47617
0.1180799,17.47617
0.02696162,17.29638
0.02693936,17.29638
0.1802301,17.54317
0.1803014,17.54317
0.04639931,14.57617
0.046405,14.57617
0.04731878,15.04677
0.04733038,15.04677
0.1437233,17.36545
0.1436602,17.36545
0.07668391,17.80069
0.07667944,17.80069
0.07701109,17.72471
0.07701957,17.72471
0.0777171,16.57068
0.07778748,16.57068
0.05066073,17.5435
0.0507142,17.5435
0.05725688,17.42397
0.05709554,15.64097
0.07790264,16.33487
0.09133913,17.38446
0.09100226,16.57127
0.09102261,18.56193
0.3742489,18.62968
0.09597174,17.38486
0.1305918,18.27137
0.07702269,17.25344
0.1065111,17.53154
0.3537783,19.16639
0.3534404,19.16639
0.1159922,17.10809
0.1159109,17.10809
0.10635,16.67824
0.1063219,16.67824
0.02806342,17.0843
0.02804074,17.0843
0.05011247,17.22052
0.05012701,17.22052
0.1189859,17.77887
0.1188891,17.77887
0.01719814,17.61143
0.1571754,17.61231
0.09237255,17.31944
0.01753094,15.50188
0.1300289,17.38561
0.1519253,16.95761
0.3707446,18.99384
0.02725112,14.70191
0.1451438,17.47025
0.04310325,16.73863
0.0768394,16.89399
0.07071748,15.52133
0.02796572,15.51093
0.4656715,19.83272
0.4656132,19.24322
0.4197486,19.26016
0.2248386,17.40037
0.1478758,17.686
0.02903826,17.3979
0.0868971,16.67285
0.05816039,16.44843
0.08666055,15.63048
0.08639298,16.68672
0.08758978,17.57929
0.3722931,19.00374
0.07740382,17.02368
0.1741875,16.53909
0.04846348,17.45405
0.04795346,16.1978
0.04787496,15.37013
0.174099,17.43596
0.04793298,16.62753
0.1678282,17.12917
0.1691261,16.76569
0.07909407,16.91428
0.0917232,17.18381
0.1201429,17.50342
0.1695726,17.56468
0.0767372,17.36032
0.3716791,18.76813
0.1203461,16.76732
0.1065348,17.41866
0.0617963,16.72136
0.1198406,19.09174
0.04808371,14.79093
0.07667973,16.64489
0.1767353,17.00678
0.06366672,17.61814
0.1065739,17.22896
0.1336049,17.56862
0.157737,17.57677
0.1578948,18.75352
0.1541082,17.42678
0.1086395,16.52508
0.3207468,19.10225
0.08445549,17.50334
0.2324535,17.72417
0.163503,17.46168
0.09247962,17.45881
0.1907704,17.51906
0.1671026,17.6139
0.1001454,17.14459
0.1014671,17.65289
0.08707928,17.70666
0.08438288,17.54654
0.08589908,17.56296
0.1532494,17.04651
0.02835009,16.35816
0.1746371,19.12448
0.09868389,16.3665
0.09564467,17.45279
0.04586788,16.79144
0.04544651,16.38319
0.1316316,16.98488
0.1750531,18.35492
0.02716143,17.28056
0.07746759,17.1699
0.1774379,18.02028
0.09185187,16.68801
0.0273233,17.39298
0.0929229,17.72799
0.1291739,16.50971
0.09050912,16.56736
0.1299516,17.52046
0.09170661,17.55065
0.1486037,16.92139
0.1287205,17.09938
0.4517486,19.67224
0.1939047,18.01993
0.124839,17.28035
0.1619505,17.48846
0.06295612,17.14589
0.02851916,15.60551
0.06298053,17.01521
0.2397155,17.81886
0.07732639,16.59785
0.1299958,17.49687
0.1078048,16.82915
0.223829,17.48346
0.0179398,15.64467
0.1075122,17.20688
0.1082221,16.59036
0.109433,17.32652
0.1079067,17.21172
0.1096068,17.45043
0.1099225,17.6248
0.1072004,17.75591
0.1099541,17.20625
0.1219937,17.23946
0.1721117,17.66096
0.1091159,16.71297
0.2623403,18.02163
0.1305475,17.61521
0.1293608,17.57609
0.1273653,16.71118
0.07702054,16.69634
0.176187,17.84489
0.07803105,16.44941
0.3301814,18.54794
0.07743615,16.93033
0.2663619,17.68825
0.0266979,17.49187
0.04322815,17.53406
0.04314554,16.29548
0.02700715,14.59505
0.08738314,16.55165
0.08558746,16.78844
0.1014972,15.94536
0.4647682,18.91761
0.101873,17.12834
0.1718961,17.36418
0.02720108,15.27629
0.1727776,17.44677
0.09577426,16.73229
0.09568204,17.23372
0.2130421,17.56689
0.09520612,17.60779
0.1032257,16.93181
0.01897908,16.96613
0.1635276,17.553
0.05786608,18.72043
0.2112005,17.56727
0.09156051,17.34844
0.1312591,17.18443
0.09631418,17.72453
0.09175184,17.19964
0.131288,17.42307
0.159103,16.97891
0.07737447,15.82498
0.1204117,17.27206
0.1339967,17.1428
0.169822,17.70596
0.02868776,14.86626
0.4454717,19.39888
0.1055943,17.32234
0.1608668,17.5147
0.1157887,17.55833
0.1110777,17.18327
0.1110304,17.18327
0.3543842,18.30831
0.3545252,18.30831
0.3122057,18.2589
0.3121311,18.2589
0.14802,17.47373
0.1479571,17.47373
0.1005495,17.19175
0.1007209,17.19175
0.1719719,17.09245
0.1721266,17.09245
0.1720397,17.09245
0.1213115,16.106
0.1212998,16.106
0.1334131,15.95086
0.1334362,15.95086
0.1326735,17.65035
0.132682,17.65035
0.1325363,17.44188
0.1325486,17.44188
0.1547462,17.47343
0.1547318,17.47343
0.07359559,17.1358
0.07360822,17.1358
0.1074463,17.46176
0.1074563,17.46176
0.192531,17.32579
0.1926112,17.32579
0.1330192,17.55496
0.1330334,17.55496
0.01714242,17.3529
0.01715009,17.3529
0.1133293,17.63828
0.1133364,17.63828
0.3405079,18.6163
0.3408707,18.6163
0.09428608,17.3596
0.09429365,17.3596
0.123583,16.86224
0.1234902,16.86224
0.1924825,17.04833
0.06476851,17.21977
0.3853681,19.01034
0.3853323,19.01034
0.07698466,16.40582
0.07701337,16.40582
0.3119336,18.17992
0.3120546,18.17992
0.1339549,17.63446
0.1337994,17.63446
0.1051132,17.61983
0.1050842,17.61983
0.1061465,17.04903
0.1062322,17.04903
0.1001613,16.94812
0.09998453,16.94812
0.09737531,17.63519
0.09743451,17.63519
0.1068861,17.02337
0.1071092,17.02337
0.09733626,17.33753
0.0973516,17.33753
0.07274529,17.63536
0.07272497,17.63536
0.3864504,19.38104
0.3869398,19.38104
0.3881651,18.89353
0.3880998,18.89353
0.07473728,16.88855
0.0747661,16.88855
0.181227,17.52859
0.1812193,17.52859
0.05023367,17.0763
0.05022297,17.0763
0.2037935,17.96552
0.203686,17.96552
0.02942915,17.58865
0.02940377,17.58865
0.3159113,18.52427
0.3157295,18.52427
0.1542219,17.59292
0.1542328,17.59292
0.2035284,17.81021
0.2035327,17.81021
0.1137968,17.15678
0.1137864,17.15678
0.1967334,17.57327
0.1967308,17.57327
0.1152013,17.42023
0.1150963,17.42023
0.0199593,13.44684
0.02680699,16.28184
0.02687238,16.28184
0.1636969,17.05721
0.09719408,16.11151
0.09718339,16.11151
0.3457415,18.97567
0.345707,18.97567
0.1760988,17.76838
0.1761639,17.76838
0.07223918,17.00557
0.07228231,17.00557
0.105693,17.3839
0.1056802,17.3839
0.1329228,17.15488
0.1329059,17.15488
0.09880048,17.34224
0.09884845,17.34224
0.1331618,17.20729
0.1331101,17.20729
0.1886411,18.21548
0.1886809,18.21548
0.3399821,18.84463
0.3399597,18.84463
0.09975363,17.07405
0.09977006,17.07405
0.02914852,15.45927
0.02912002,15.45927
0.02889753,17.19513
0.02889492,17.19513
0.1078896,17.04884
0.1190941,17.03136
0.1190698,17.03136
0.2047883,17.45113
0.2048014,17.45113
0.3540664,18.54319
0.3542286,18.54319
0.1142919,17.60259
0.1143082,17.60259
0.1967948,17.05389
0.1968185,17.05389
0.1153233,17.79918
0.1153702,17.79918
0.2690447,17.08907
0.1795337,17.08907
0.1286162,17.2482
0.1284664,17.2482
0.1985811,16.9239
0.1987236,16.9239
0.1325008,17.53481
0.1326776,17.53481
0.2026056,17.66299
0.2025311,17.66299
0.1164814,17.162
0.1164391,17.162
0.1178898,17.53738
0.1176923,17.53738
0.1181091,17.628
0.1182646,17.628
0.09805218,16.44944
0.09808942,16.44944
0.08008181,17.56718
0.08008599,17.56718
0.1252555,17.74687
0.12516,17.74687
0.2598096,17.73424
0.2598255,17.73424
0.2606446,17.7792
0.2607174,17.7792
0.1472457,17.79214
0.1471322,17.79214
0.1490214,17.54369
0.148907,17.54369
0.1482538,17.86055
0.1483436,17.86055
0.1474342,17.36353
0.1474562,17.36353
0.1069492,17.779
0.1069434,17.779
0.09134351,17.70688
0.09137631,17.70688
0.1144655,17.79179
0.1144921,17.79179
0.2481867,17.8478
0.2482621,17.8478
0.396019,18.41826
0.396045,18.41826
0.142598,17.61066
0.1464516,17.73639
0.1465026,17.73639
0.06256893,17.81781
0.06256147,17.81781
0.1797056,18.08979
0.1796939,18.08979
0.04593911,17.15928
0.04592143,17.15928
0.03045193,17.62657
0.03033432,17.62657
0.1147508,17.54965
0.1147596,17.54965
0.1159979,17.21645
0.1160417,17.21645
0.1141442,17.64904
0.1140563,17.64904
0.1269336,17.12506
0.1269254,17.12506
0.2002335,18.75484
0.2002722,18.75484
0.1934869,17.67993
0.146951,17.49534
0.143469,17.43347
0.146859,17.49534
0.1568766,18.10874
0.1568698,18.10874
0.1963763,17.17971
0.1964256,17.17971
0.1963932,17.70989
