z,Column1,Column2
0.1462232,16.91003,-22.297293797266
0.09990314,18.36229,-19.9509761370179
0.04374821,17.00418,-19.4289358421872
0.219663,17.70214,-22.4866858845307
0.1226788,17.47953,-21.3131026333606
0.1234284,16.95497,-21.8519669233951
0.1060769,16.97715,-21.4754823301382
0.05694406,16.83708,-20.1895497169007
0.1045165,17.08862,-21.3295261652075
0.220548,17.27571,-22.9229647443493
0.1068878,15.6986,-22.7717687334896
0.1394636,17.56724,-21.5278056849711
0.1517438,17.4714,-21.8240899792836
0.1056463,17.67768,-20.765486040176
0.05678957,17.6562,-19.3642857860663
0.1380351,17.33741,-21.7332637058334
0.3364381,17.86145,-23.3904999816668
0.3368118,18.64294,-22.6118331856898
0.1063562,16.9492,-21.5095605742095
0.1403425,17.63357,-21.4763621138004
0.1378703,17.51523,-21.5526170048493
0.1783229,17.01259,-22.6696164537235
0.135289,16.27587,-22.7472739853116
0.1337068,17.64034,-21.355016247857
0.1379378,15.15527,-23.9137298967423
0.2469815,17.65178,-22.8255978060162
0.1350599,17.7621,-21.2570453694796
0.1158082,17.06671,-21.5907952289421
0.1381149,17.73864,-21.3333975420488
0.1374727,16.08251,-22.9785018309733
0.1368175,16.62895,-22.4207626936847
0.1348872,17.50251,-21.5136133405062
0.109753,17.20848,-21.3235529770955
0.1091157,16.48845,-22.0299903424006
0.03689807,14.32854,-21.7236948976181
0.1216185,16.8102,-21.9620487378754
0.1490539,17.69987,-21.5530437436768
0.1799145,17.31459,-22.389038676658
0.084003,17.66312,-20.2497650330533
0.2139988,17.64804,-22.4768493538773
0.1490297,17.07664,-22.1758821890678
0.1492137,17.53342,-21.7220371835333
0.1125173,17.67779,-20.9123076256441
0.3581012,18.92694,-22.4838362151801
0.1403427,17.65773,-21.452201184339
0.1085098,16.83551,-21.6699536179912
0.2872644,17.98962,-22.8638537124388
0.07975321,17.22169,-20.5719688997147
0.1491184,17.40378,-21.8501621003034
0.1492693,17.14759,-22.1087525124343
0.1797052,17.47583,-22.2249926781547
0.3703018,18.93782,-22.55856618157
0.1988254,17.83622,-22.1093955123687
0.1410309,17.60871,-21.5128195479166
0.07323683,17.58215,-20.0163786100311
0.05781979,17.45877,-19.6023882531884
0.291083,17.94231,-22.9442702372537
0.2517717,17.33207,-23.1928639158663
0.2521276,17.39219,-23.1362403813204
0.2511546,17.59196,-22.9268967378804
0.02677014,17.53134,-17.8075163748006
0.04339654,16.64507,-19.7699548391635
0.0434349,16.80771,-19.6092876617501
0.08344401,17.31446,-20.5830704642073
0.04338187,14.5608,-21.8534626909242
0.046089,16.97276,-19.5773089316369
0.04321273,14.26555,-22.139952926579
0.09966943,17.21826,-21.0895677840203
0.04446291,16.63998,-19.8294688450008
0.04351376,16.4637,-19.957367241548
0.1547855,17.44347,-21.8993304089558
0.1781534,17.73983,-21.9400815863421
0.02922576,15.13794,-20.3955385186443
0.2795112,17.62913,-23.1558873873885
0.05465465,16.98223,-19.9516689699634
0.1157017,17.34744,-21.3079135354643
0.09454953,16.87793,-21.3077273568075
0.02789364,16.15512,-19.2748646081644
0.09806379,16.63908,-21.6310905989021
0.05918324,16.52416,-20.589766700615
0.1207738,17.31229,-21.4436021879126
0.1189667,17.73961,-20.9809194275314
0.03710405,17.36247,-18.7021850808371
0.1151843,17.57042,-21.074445738719
0.1146827,17.48321,-21.1514523767106
0.169756,17.85611,-21.7076515830589
0.1308773,17.74557,-21.19930143127
0.1114134,16.21851,-22.3485638881256
0.06678971,16.10069,-21.287720333217
0.3382652,18.38801,-22.8776920753406
0.09106369,17.57296,-20.525876416808
0.4976442,19.23306,-23.0286085457262
0.03737487,15.14436,-20.9365261748112
0.1320897,17.14312,-21.8235118411062
0.05208456,17.08934,-19.7358812033769
0.3280925,18.24938,-22.9388689616951
0.1143172,16.7434,-21.8837964277877
0.05208707,16.37195,-20.4533797814539
0.1142576,17.78245,-20.8435290796996
0.4042878,19.3006,-22.4212865808237
0.3710714,19.17264,-22.3290661044745
0.0381603,15.31639,-20.8109324672856
0.1200817,17.3133,-21.4291081795516
0.1233328,16.63914,-22.1659794751744
0.1226227,17.67813,-21.1134209876147
0.1522259,17.73947,-21.5635742718047
0.1223604,17.17068,-21.6158421603621
0.1233117,17.00683,-21.7978825017278
0.1149989,17.68349,-20.9576040668026
0.3989894,19.07998,-22.607922748514
0.1249173,17.1217,-21.7134208111236
0.1249213,17.13332,-21.7018803669746
0.1144022,17.7653,-20.8636276113906
0.1246231,17.04981,-21.7797714785845
0.1207414,17.30108,-21.4541812237444
0.08232526,16.44087,-21.4256418189748
0.1249702,17.40349,-21.4326240018823
0.1254705,17.31247,-21.5330391243936
0.08822116,16.09654,-21.9291442039257
0.1341219,17.4395,-21.5631811549466
0.07698998,17.55282,-20.1600209225059
0.1537065,16.94182,-22.3842986900769
0.137064,16.59563,-22.4583409734004
0.3944694,18.77366,-22.8849303684071
0.1148975,16.59701,-22.042029962326
0.1316982,16.90039,-22.0592325765413
0.1229035,17.82068,-20.9762456857275
0.1308711,17.40751,-21.5372541890812
0.131951,17.09427,-21.8698777682577
0.1304383,17.52109,-21.4158634265031
0.2285782,17.68402,-22.6024236583962
0.02883187,15.02588,-20.4774834039194
0.1317495,17.32397,-21.6365776023164
0.02847699,16.24585,-19.2300399109761
0.05210726,16.81098,-20.0152240111744
0.118962,17.31835,-21.4020937846216
0.1940916,17.64884,-22.2382658640814
0.1340791,17.31174,-21.6901829107879
0.07673342,17.03264,-20.6725594887304
0.06781412,17.33118,-20.0918869049275
0.0583006,17.66737,-19.4125316821412
0.0533567,15.65369,-21.2259569353898
0.05883771,17.62637,-19.4742917015048
0.122442,17.78229,-21.0058055902072
0.1510096,17.6051,-21.6788314115152
0.09809822,17.14947,-21.1215130475995
0.2037098,17.45866,-22.5459958153612
0.03769721,15.12923,-20.9708330686413
0.05420633,17.70762,-19.2076818940722
0.1234999,17.69562,-21.1126758631733
0.07688753,16.85154,-20.8582525254843
0.06432447,16.36938,-20.9335148715219
0.04980367,17.74651,-18.9778351526683
0.1248888,17.57199,-21.2625937870671
0.04989543,16.63739,-20.0910923684587
0.06380635,15.72281,-21.5617059806383
0.06114155,17.62985,-19.5578505331204
0.123237,17.30356,-21.4997354771839
0.0859554,16.73552,-21.2302300711439
0.08580692,16.7672,-21.1945654368475
0.3397962,18.92643,-22.3507493263917
0.07224432,17.02984,-20.5375259989681
0.08946303,17.76392,-20.2939928451905
0.08780144,16.27922,-21.7354708025365
0.2013167,17.03508,-22.9408127453182
0.0882145,16.71029,-21.3152218041207
0.08856682,15.61039,-22.4243100572864
0.07635138,17.48716,-20.2066157571967
0.08854482,14.89259,-23.1415295664489
0.08427101,17.09297,-20.827240738972
0.1274252,17.20386,-21.6780272887247
0.08980984,17.74175,-20.3250916153441
0.07183982,17.79941,-19.7551337555751
0.08538774,17.33479,-20.6157055071834
0.1211023,17.03018,-21.7320839708837
0.172084,17.80128,-21.7952023607384
0.1708893,17.63937,-21.9403667348109
0.09869839,17.56988,-20.7152399684586
0.07159279,16.1375,-21.4091823208407
0.1045468,16.72862,-21.6901955511696
0.1713439,17.71463,-21.8714948961313
0.1145977,17.26755,-21.3653735145497
0.1157582,16.64818,-22.0083167047082
0.1153173,17.37352,-21.2740475467057
0.1265091,17.31908,-21.5458255154015
0.1222645,16.74382,-22.0408669211016
0.1182697,17.1295,-21.5772648433113
0.1217396,17.55395,-21.2206336556719
0.121459,16.99957,-21.7695930755796
0.1196312,17.79111,-20.9424874307524
0.1200855,17.65009,-21.0923899696203
0.09264626,17.08834,-21.0503032563183
0.1173254,16.38573,-22.3022520228432
0.1126961,17.61647,-20.9773419031739
0.1166488,17.4319,-21.2425376095626
0.1167859,17.56948,-21.1077077524443
0.1201614,17.62421,-21.1197510450567
0.1259198,17.59913,-21.2547948812606
0.07132106,16.47152,-21.0664883611428
0.1206197,17.62897,-21.1239289223149
0.1333929,17.24189,-21.7479096564969
0.09114926,17.49714,-20.6038718494093
0.09149539,17.59838,-20.5113764300905
0.3851752,18.73966,-22.857664467193
0.03423896,15.76338,-20.1220997051168
0.1189287,16.38342,-22.3363675083874
0.1209469,17.23786,-21.5213934443952
0.1185832,17.0932,-21.6197626047145
0.02784701,16.09168,-19.3345871804294
0.1171455,17.77921,-20.905172938611
0.1154227,16.30596,-22.3437446822464
0.117337,17.47274,-21.2154722559774
0.1463336,17.43009,-21.7790251096244
0.09167638,17.10569,-21.0086372482157
0.03904339,15.41125,-20.7671899144647
0.3951374,19.23589,-22.4270539877619
0.03942726,17.7917,-18.4086074240999
0.1294801,17.38346,-21.5361072418765
0.1305411,17.30285,-21.6359571672893
0.1297615,17.38767,-21.53701593714
0.07659891,17.57085,-20.1303326151301
0.1298974,17.70975,-21.2174012871197
0.1299975,17.29844,-21.6305312443404
0.07338677,17.27778,-20.3254207380932
0.07617257,15.99928,-21.6891285859191
0.07608883,16.48759,-21.1983022591458
0.2399111,17.51903,-22.8865925250411
0.1233296,17.15745,-21.6476058485609
0.0711014,17.14472,-20.3862434349774
0.0285162,16.1293,-19.3496409536923
0.08456675,16.79715,-21.1311202957319
0.1106239,17.05148,-21.4989934471164
0.227407,17.62421,-22.6496103385715
0.1340601,17.50077,-21.5008211801522
0.1183062,17.33736,-21.3701200813217
0.1291011,17.51427,-21.3983989759521
0.05143932,17.28658,-19.5105465089816
0.3705375,18.59547,-22.9025426065582
0.1235774,17.77025,-21.0395197389912
0.1028107,17.03185,-21.3480289774248
0.1092212,16.96856,-21.5521354917442
0.1062341,17.54922,-20.9068593881807
0.07169949,17.80015,-19.7499341254758
0.1213887,17.40589,-21.3619149699695
0.1068865,17.07067,-21.3996653816574
0.05218558,17.43971,-19.3898773713899
0.3167015,18.10327,-22.9955991551793
0.1146904,15.97192,-22.662898783327
0.05745656,16.65997,-20.3869290144992
0.05280551,16.87094,-19.98527787318
0.1556942,17.6704,-21.6863673606565
0.09146865,16.87164,-21.2374410875488
0.1145015,17.52783,-21.1031273005138
0.1545154,17.64052,-21.6981091186561
0.09721545,17.43583,-20.8141968745948
0.1266329,17.53241,-21.3348023159666
0.1266993,17.74301,-21.125432277224
0.1321205,17.57429,-21.3928870710295
0.09740049,17.51945,-20.7349904974745
0.07435275,16.73046,-20.9026328791884
0.07438669,16.73046,-20.9036764312694
0.06385551,15.93993,-21.346341875571
0.06387272,15.93993,-21.3469543070524
0.07620054,17.62267,-20.0665757961704
0.07621728,17.62267,-20.0670786081042
0.1501016,17.26755,-22.0020299013396
0.1501164,17.26755,-22.0022645363544
0.1244986,17.37054,-21.4566871615178
0.124507,17.37054,-21.4568459888291
0.1497252,17.41625,-21.8473497020775
0.1496741,17.41625,-21.8465364586577
0.1268452,16.46726,-22.4038911731091
0.126864,16.46726,-22.404239804139
0.1262043,17.69554,-21.16369057533
0.1261027,17.69554,-21.1617955057987
0.07698422,15.23729,-22.4753803934522
0.07698749,15.23729,-22.4754776825946
0.1450444,17.49143,-21.6966614615648
0.1449492,17.49143,-21.6951020872395
0.05216723,17.3895,-19.4392955260217
0.05216184,17.3895,-19.4390623840946
0.1296634,16.89096,-22.0319460108306
0.129678,16.89096,-22.0322117147173
0.1445445,17.5021,-21.6778028625765
0.1445516,17.5021,-21.677919358327
0.1206068,17.59947,-21.1531719642804
0.1207323,17.59947,-21.1556119114739
0.1317823,16.67625,-22.28488166478
0.1316954,16.67625,-22.2833252649927
0.1300418,17.26859,-21.6611861036856
0.1300367,17.26859,-21.6610937184917
0.1458968,17.53529,-21.6667250850291
0.145929,17.53529,-21.6672498427434
0.147345,17.6459,-21.5795871952614
0.1473231,17.6459,-21.5792342482174
0.1644928,16.85444,-22.6337663684332
0.1643923,16.85444,-22.6323022312452
0.1461167,17.61362,-21.5919682781057
0.1461686,17.61362,-21.592813008342
0.4272713,19.16114,-22.703564807052
0.4274608,19.16114,-22.7047123258436
0.1207138,17.77525,-20.9794785978397
0.120708,17.77525,-20.9793649159788
0.1633517,17.81955,-21.6519845748656
0.1633943,17.81955,-21.6526090365193
0.1209014,16.27412,-22.4842487443196
0.1210161,16.27412,-22.4864740725495
0.1214892,17.06119,-21.7085630121388
0.1215437,17.06119,-21.7096141835437
0.1216366,17.05027,-21.7223275266501
0.1216312,17.05027,-21.7222231373202
0.1231034,17.36694,-21.4338019522971
0.1230024,17.36694,-21.4318744221087
0.1653372,17.2555,-22.2449767891909
0.1653803,17.2555,-22.2456007751664
0.3548647,18.65314,-22.7344749771803
0.3552838,18.65314,-22.7374846806437
0.1292932,17.58265,-21.3335144890808
0.1262404,18.83266,-20.0272418884824
0.1261836,18.83266,-20.0261812882129
0.1654394,17.59314,-21.9088244326468
0.165523,17.59314,-21.9100352877288
0.172252,16.97747,-22.6213573520105
0.1722366,16.97747,-22.621142719569
0.3502312,18.9643,-22.3898241892019
0.3499864,18.9643,-22.3880435073173
0.1296097,17.58582,-21.3361056246075
0.1296866,17.58582,-21.3375039798532
0.07465415,16.83033,-20.8120120883763
0.07465807,16.83033,-20.8121323555281
0.03565402,16.81073,-19.1649989769201
0.03565827,16.81073,-19.1652647706936
0.1671535,17.00648,-22.5201952460971
0.1670971,17.00648,-22.5193851058297
0.4077296,18.95798,-22.7857584009263
0.04706498,16.30404,-20.2931015340099
0.04704268,16.30404,-20.2920362927012
0.0940528,17.20479,-20.9686826743697
0.0940584,17.20479,-20.9688204453041
0.4651656,19.38801,-22.69736897724
0.4646879,19.38801,-22.6946922450273
0.06034809,16.11786,-21.0402224345656
0.06035833,16.11786,-21.0406071622944
0.1788057,17.18603,-22.5026966722668
0.1787375,17.18603,-22.501777559893
0.2060248,17.4716,-22.5605927488393
0.2059249,17.4716,-22.5594102885246
0.2028297,17.76082,-22.2332959241764
0.2027853,17.76082,-22.2327629125274
0.1347846,17.0455,-21.9688251311607
0.1349315,17.0455,-21.971398804316
0.1274473,17.63202,-21.2502725472567
0.1275398,17.63202,-21.2519813836184
0.1321264,17.70904,-21.2582475546247
0.1320815,17.70904,-21.2574455453727
0.1059328,17.48239,-20.9670815188729
0.1059151,17.48239,-20.9666909748339
0.1628383,16.59489,-22.8691055542549
0.1628183,16.59489,-22.8688108685103
0.1308018,16.94981,-21.9937040550885
0.1307117,16.94981,-21.9920789495007
0.1299689,17.2768,-21.6516564332442
0.1300166,17.2768,-21.6525222262155
0.1257988,16.60892,-22.2427395921205
0.125779,16.60892,-22.2423703619766
0.1274713,17.62966,-21.2530838109099
0.1275528,17.62966,-21.2545890880717
0.1244266,16.68777,-22.1380959346651
0.1244486,16.68777,-22.1385101580434
0.08446588,17.64251,-20.2830151816043
0.08444344,17.64251,-20.2824042155175
0.1249224,17.14601,-21.6892101852826
0.1248179,17.14601,-21.6872420294353
0.1265668,17.13091,-21.7350691102147
0.1266351,17.13091,-21.7363391111588
0.08380923,17.6085,-20.2990699349467
0.08380059,17.6085,-20.2988330273604
0.0214001,16.29101,-18.5527607305352
0.02139761,16.29101,-18.5525036807794
0.09484052,16.68593,-21.5068382475088
0.09487504,16.68593,-21.507680243904
0.02134629,13.63007,-21.2081464314703
0.02133708,13.63007,-21.2071937255966
0.1767099,17.53137,-22.1289454531517
0.1766994,17.53137,-22.128801850655
0.1250406,16.55791,-22.2795340726509
0.1250898,16.55791,-22.2804586470866
0.07686365,16.80704,-20.9020471275874
0.0768301,16.80704,-20.9010474720875
0.08397686,17.63459,-20.2775757820005
0.08390094,17.63459,-20.2754958334328
0.1782265,16.4291,-23.2518018711205
0.1782399,16.4291,-23.251983224648
0.08147936,16.25589,-21.5869056893643
0.08152124,16.25589,-21.5880857612565
0.08288149,16.99782,-20.8841652248636
0.08290194,16.99782,-20.8847321996287
0.1747362,17.261,-22.372268168403
0.1747471,17.261,-22.3724175722345
0.1514779,17.48377,-21.807542131
0.1514758,17.48377,-21.8075090941264
0.0803973,17.00165,-20.8104594700184
0.08050089,17.00165,-20.8134140406704
0.08050773,15.50792,-22.3073368967018
0.08060467,15.50792,-22.3100984042604
0.1696374,17.8871,-21.6749759102936
0.1696709,17.8871,-21.6754504699247
0.07672089,16.76525,-20.9395731453696
0.07673916,16.76525,-20.9401182743489
0.1685344,17.56615,-21.9802727107895
0.168568,17.56615,-21.9807505703731
0.08261096,16.98767,-20.886800003978
0.08259494,16.98767,-20.8863544485493
0.02087123,17.52839,-17.2601662587755
0.0208782,17.52839,-17.2609025269546
0.08400331,16.37373,-21.5391582368464
0.08397827,16.37373,-21.5384726711288
0.08187429,17.93742,-19.916479122475
0.08191746,17.93742,-19.917689914435
0.0828532,18.53198,-19.3492220353188
0.0828793,18.53198,-19.3499459917192
0.1511658,17.57568,-21.710714356611
0.1511025,17.57568,-21.7097174039501
0.3282265,18.3024,-22.8868847671205
0.3283234,18.3024,-22.8876326997119
0.3710584,19.01967,-22.4819437303572
0.3714678,19.01967,-22.4847662484606
0.1686614,16.68136,-22.8668644092884
0.1685821,16.68136,-22.8657359775529
0.1198591,16.8426,-21.8954563097468
0.1198805,16.8426,-21.8958745255295
0.1682542,17.46776,-22.074664038779
0.168108,17.46776,-22.0725771148889
0.168251,17.78194,-21.7604371178793
0.168197,17.78194,-21.7596673811106
0.1678391,17.00218,-22.5343143917933
0.1677096,17.00218,-22.5324625226679
0.1202664,16.62565,-22.1203590808344
0.1202751,16.62565,-22.1205290989581
0.1207511,17.48273,-21.2727175107112
0.1206789,17.48273,-21.2713139824208
0.4502213,19.22917,-22.7712396136514
0.4503002,19.22917,-22.7716947948256
0.08280564,17.08746,-20.7924217379251
0.08531646,17.76914,-20.1794346003068
0.08532061,17.76914,-20.1795465339143
0.08266929,16.0363,-21.8397977144013
0.08267879,16.0363,-21.8400617229599
0.04452853,15.34652,-21.1262385805608
0.04448018,15.34652,-21.1238017514105
0.08230785,17.00684,-20.8591938617479
0.08230802,17.00684,-20.8591988523509
0.1497382,17.78853,-21.4752815933691
0.1497135,17.78853,-21.4748886567998
0.4094816,19.03461,-22.7201944170751
0.4092829,19.03461,-22.7189423295152
0.08212037,17.1509,-20.7098939040918
0.08207536,17.1509,-20.7086344607097
0.0830302,16.28234,-21.6037637926943
0.0830057,16.28234,-21.6030856447113
0.1051905,17.67835,-20.7547477030537
0.10514,17.67835,-20.7536295984084
0.1063628,16.59114,-21.8677654441763
0.1063064,16.59114,-21.8665302052292
0.09339594,17.1241,-21.0331671372085
0.0933855,17.1241,-21.0329087353804
0.08244217,17.69993,-20.1698437793689
0.08242574,17.69993,-20.1693857270843
0.1028446,17.7579,-20.6227490130526
0.1028048,17.7579,-20.6218485723821
0.08296633,17.02311,-20.8612286923691
0.08297778,17.02311,-20.8615458644937
0.08504505,16.07888,-21.8623606682493
0.085047,16.07888,-21.862413479574
0.1528875,17.58622,-21.7271569803519
0.1410299,17.03488,-22.0866277001248
0.1410578,17.03488,-22.087095197613
0.1084924,15.39792,-23.1071670885711
0.1084233,15.39792,-23.1056822409267
0.1052835,16.602,-21.8331590227241
0.1052593,16.602,-21.8326227372287
0.1089624,16.9985,-21.5166625937322
0.1089334,16.9985,-21.5160411592905
0.08324037,17.41068,-20.481232398212
0.08322683,17.41068,-20.4808583609958
0.07770977,19.59577,-18.138383411282
0.07772421,19.59577,-18.138809047608
0.08636355,17.30751,-20.6691458863834
0.08633461,17.30751,-20.6683740200147
0.3717452,19.06113,-22.4452146310137
0.3716242,19.06113,-22.4443813588564
0.09894843,16.79238,-21.4986134270306
0.09895403,16.79238,-21.4987445665512
0.08564888,17.63953,-20.3179942545328
0.08566009,17.63953,-20.3182955690083
0.2866426,17.81816,-23.0298950187477
0.286853,17.81816,-23.0317325959099
0.2867318,17.73971,-23.1091216399796
0.2868845,17.73971,-23.1104549865776
0.08501052,17.37438,-20.5659285084048
0.08495605,17.37438,-20.564453796515
0.05488715,15.43259,-21.5108914117628
0.05486448,15.43259,-21.509958582076
0.05567088,16.12723,-20.8482891653476
0.05568144,16.12723,-20.8487181178092
0.05450195,15.55736,-21.3702186077946
0.05447561,15.55736,-21.3691270195492
0.0551309,16.84919,-20.1043020427109
0.0551175,16.84919,-20.1037530818399
0.08584159,16.09005,-21.8726440771092
0.2366368,17.79372,-22.5780135990354
0.2366222,17.79372,-22.5778614858176
0.04305437,16.60205,-19.795225897734
0.1414247,17.14637,-21.9817618685763
0.1414745,17.14637,-21.9825962186516
0.1740871,17.56964,-22.0546708574317
0.174075,17.56964,-22.0545040415648
0.07431711,16.54123,-21.0907649009328
0.07432845,16.54123,-21.0911137253825
0.01388197,15.80971,-18.0816598836413
0.01389776,15.80971,-18.0841537530366
0.08228508,16.26349,-21.6019056832939
0.08224798,16.26349,-21.6008696372379
0.08204828,17.04261,-20.816166362327
0.08207286,17.04261,-20.8168543299927
0.0755471,16.94271,-20.726833623047
0.07554019,16.94271,-20.7266244449712
0.08195961,16.98864,-20.8676511383672
0.08196013,16.98864,-20.8676657531137
0.08180794,17.05156,-20.8004758861765
0.08181815,17.05156,-20.8007624061665
0.08145296,16.0152,-21.8268500320793
0.08142141,16.0152,-21.8259606492343
0.4667875,18.96979,-23.1246571498262
0.4668523,18.96979,-23.1250190192951
0.08218509,17.27399,-20.5886068674578
0.08214483,17.27399,-20.5874814976558
0.09370029,17.5654,-20.5993937433457
0.09368766,17.5654,-20.5990820742657
0.1992626,17.65627,-22.2946873225786
0.1992645,17.65627,-22.2947109554848
0.08335616,16.08754,-21.8075740737433
0.0833808,16.08754,-21.808253617758
0.08321225,17.15891,-20.7322275879358
0.08322639,17.15891,-20.7326181481841
0.0750481,15.84525,-21.8091335081742
0.07503579,15.84525,-21.8087581276446
0.1888753,16.96811,-22.85296523096
0.1888873,16.96811,-22.8531187847947
0.0766554,18.03925,-19.6636215800407
0.07662496,18.03925,-19.6627121640493
0.1893128,17.76238,-22.0643016236738
0.1892961,17.76238,-22.0640872062005
0.08008775,16.32423,-21.4790243778279
0.08012225,16.32423,-21.4800125521122
0.08148253,17.10556,-20.7373266252434
0.08149272,17.10556,-20.737613814378
0.08170009,17.22675,-20.6222582490748
0.08164672,17.22675,-20.6207577508664
0.3679849,18.65889,-22.8214460095664
0.3681791,18.65889,-22.8227957721209
0.1103512,17.42465,-21.1200616500007
0.1103667,17.42465,-21.1203893430006
0.1791475,17.547,-22.146323645525
0.1790382,17.547,-22.1448527761665
0.04605679,16.95907,-19.5894224430582
0.04604892,16.95907,-19.5890388168938
0.1424197,16.7961,-22.3486616318855
0.1423816,16.7961,-22.3480267981748
0.1809363,17.09926,-22.6180372149311
0.1810196,17.09926,-22.6191476228195
0.1073571,17.43601,-21.0445611707576
0.1073086,17.43601,-21.0435072169192
0.1120526,17.45706,-21.1233679588989
0.1119761,17.45706,-21.1217741901338
0.1080442,17.71627,-20.7791642764551
0.1079641,17.71627,-20.7774373739474
0.107738,17.25747,-21.2313585903829
0.1077131,17.25747,-21.2308194824144
0.1113077,17.40107,-21.1637877538986
0.1113448,17.40107,-21.1645659107191
0.1112463,17.72898,-20.8345824097693
0.1112254,17.72898,-20.8341448702117
0.07836134,16.31051,-21.442780503758
0.07835425,16.31051,-21.4425732676615
0.1082944,17.19469,-21.3061432508019
0.1082651,17.19469,-21.3055125923257
0.06173803,17.35238,-19.8573319712288
0.06171842,17.35238,-19.8566114455989
0.07079715,17.38477,-20.1364119394139
0.07085626,17.38477,-20.1383157785132
0.08317352,17.17317,-20.716900217078
0.08317081,17.17317,-20.7168252747196
0.08236521,17.4304,-20.4372314808977
0.08233078,17.4304,-20.4362708188649
0.08194725,16.98205,-20.8738986560018
0.0820087,16.98205,-20.8756201200203
0.08229028,16.3605,-21.5050354797929
0.08228271,16.3605,-21.5048241585653
0.1168092,17.3509,-21.326752712069
0.1168858,17.3509,-21.3282883300359
0.0815717,16.20414,-21.6412604527229
0.08151768,16.20414,-21.6397394481146
0.07911666,16.90833,-20.8669460667332
0.07911754,16.90833,-20.866971545314
0.0833611,16.9623,-20.9329506113796
0.08335683,16.9623,-20.9328330958503
0.0833687,15.92716,-21.9683011440752
0.08344197,15.92716,-21.9703204390948
0.08601053,16.58275,-21.3844715133775
0.08601911,16.58275,-21.3847012359847
0.08103632,17.12,-20.7102759224577
0.08095528,17.12,-20.7079792763356
0.083511,17.07675,-20.8226282062745
0.08350306,17.07675,-20.8224095694072
0.1744548,17.65685,-21.972539236045
0.174323,17.65685,-21.970721445652
0.1827959,17.56885,-22.1731263941443
0.182823,17.56885,-22.1734846383326
0.1799313,17.06461,-22.63924572457
0.1800809,17.06461,-22.6412499972843
0.1419793,18.72723,-20.4101865053194
0.1419725,18.72723,-20.4100725239342
0.08299268,16.17076,-21.714310660331
0.08300954,16.17076,-21.7147774927848
0.09794778,17.59473,-20.6726964760242
0.09796132,17.59473,-20.6730169873758
0.08309001,17.72755,-20.1602090541642
0.08302018,17.72755,-20.1582769071033
0.0831765,17.0456,-20.8445498598972
0.1780877,17.30345,-22.3755745265273
0.07594268,15.5875,-22.0939904469121
0.07562031,16.48835,-21.1834087986306
0.3878359,18.89068,-22.7243199007393
0.1776248,17.1301,-22.5426502129265
0.0795421,16.68613,-21.1014426143722
0.02136928,17.0163,-17.8242930556943
0.03146952,17.29085,-18.4069391825354
0.08378816,17.19689,-20.7101016855753
0.1196681,17.55072,-21.1836002788619
0.07130479,17.20876,-20.3287223208449
0.08857466,17.55267,-20.4822340766295
0.1184776,17.60711,-21.103765438038
0.07192115,16.51791,-21.0392166053033
0.07080477,14.90444,-22.6169820394744
0.2529765,17.60053,-22.9362279132266
0.02104224,17.84625,-16.9603064595872
0.06839643,16.46819,-20.9743480299266
0.07134243,16.69662,-20.8420726647278
0.1188407,16.58091,-22.1371393897861
0.4001704,18.58844,-23.1070779451828
0.07038635,15.29227,-22.2156324211311
0.1894611,18.43888,-21.3897020949305
0.4352318,19.46012,-22.4524011712042
0.1572527,16.62385,-22.7566892801742
0.1249266,17.12513,-21.7101707902904
0.317434,18.45918,-22.645529571537
0.1849101,17.71469,-22.0550659108801
0.07123114,17.65698,-19.8781466809819
0.1862819,17.33204,-22.4555865571007
0.1868459,17.55233,-22.2426103792538
0.3711974,19.59297,-21.9096049899976
0.1234722,17.77502,-21.0327480499311
0.03393133,17.34519,-18.520181655048
0.1983381,17.45067,-22.4889837541498
0.04032281,15.33019,-20.9203343136801
0.07144404,16.92749,-20.6144495991156
0.1241677,17.59688,-21.2240921091113
0.3223536,18.50426,-22.6393198377307
0.4579549,19.56226,-22.4824413173905
0.1088364,17.55305,-20.9594211025618
0.0765324,17.58159,-20.1176076559259
0.4048801,19.1418,-22.5838600201776
0.09908894,17.73772,-20.5565557237371
0.1149253,17.7026,-20.9370044102055
0.09388869,17.15078,-21.0186581330511
0.1152978,17.69062,-20.9565509914893
0.2222206,17.67634,-22.5408554135589
0.0943123,17.15001,-21.0298384671878
0.0939663,17.66903,-20.5023174524785
0.08232542,16.781,-21.0855201472761
0.08185522,15.66316,-22.190202871937
0.08254275,17.46876,-20.4038135579414
0.2283082,17.46095,-22.8225906091177
0.1577387,17.22023,-22.1676800592586
0.1305272,17.63394,-21.3046243449851
0.08359831,17.41109,-20.4906911265312
0.1303306,17.63636,-21.2986413165396
0.09597953,17.54175,-20.6786518670354
0.1937541,17.62928,-22.2536039054059
0.1296154,17.53962,-21.3824179261476
0.08209665,17.1549,-20.7052286698419
0.02377901,16.81065,-18.2659684763346
0.08199313,17.08847,-20.7687579430025
0.1110043,17.64041,-20.9180735889843
0.1116701,17.04051,-21.5319397892556
0.1790949,17.2107,-22.4819262339213
0.1127118,17.46317,-21.1309667340317
0.1097293,17.46791,-21.0636109708755
0.1127468,15.48549,-23.1093674587964
0.1105667,16.98015,-21.5691175898997
0.1147671,16.79097,-21.8454063799797
0.1301295,17.39085,-21.540517510974
0.1287619,17.31406,-21.5924048592341
0.1301195,17.29823,-21.6329569430757
