z,Column1,Column2
0.05071344,16.67948,-20.0856212227483
0.1572637,17.63386,-21.7468448353087
0.09330573,17.1921,-20.9629360430125
0.1195725,17.46207,-21.2703668967227
0.1193563,17.10957,-21.6186322962422
0.1305119,17.65654,-21.2817444467642
0.09346591,17.43074,-20.7282617064023
0.1468357,17.41268,-21.804572287727
0.07185507,17.09612,-20.4589073697079
0.1470251,17.64499,-21.575324923101
0.05060026,16.8819,-19.878173348495
0.1023336,17.54695,-20.8221231175477
0.3747558,18.7787,-22.7483005193969
0.03862771,15.14983,-21.004691721999
0.09369648,16.78614,-21.3785526092322
0.2990148,18.08908,-22.8649947409848
0.1261999,17.61501,-21.2441406953688
0.09314138,17.2949,-20.8560544568522
0.1585265,17.40214,-21.9976706619638
0.03247265,17.60798,-18.1595895452686
0.1017071,16.93644,-21.4183743789878
0.1185324,17.01929,-21.692665982043
0.3826119,19.13495,-22.4452314327489
0.1205699,17.21824,-21.5336842921526
0.05311374,17.22873,-19.640622231081
0.1558566,17.54583,-21.8134194711354
0.1812621,17.62661,-22.0950272292488
0.2260185,17.03511,-23.2236754416342
0.3400926,18.79262,-22.4867674083499
0.1264581,17.14508,-21.7188736341403
0.1589259,17.20866,-22.1971662664895
0.06984673,17.0506,-20.4397547115618
0.1002968,17.01201,-21.3103813177014
0.3892646,19.03325,-22.5911969930765
0.04958897,17.11713,-19.5974841396777
0.1480802,17.27568,-21.9616374864567
0.05020094,16.49843,-20.2438018252207
0.03276557,15.64338,-20.1441708872234
0.3840057,18.87138,-22.7181336581478
0.09217949,16.60126,-21.5257083862176
0.1171812,17.09154,-21.593560024201
0.1037619,17.39013,-21.0111590357121
0.3472175,18.79863,-22.5334839987985
0.07848111,15.66357,-22.0932200468569
0.05595941,16.77881,-20.2083874446954
0.05550607,16.57405,-20.3947706256061
0.4731874,19.64785,-22.4821065751522
0.2496075,17.64755,-22.856000956487
0.05555867,16.73619,-20.2347614598182
0.2000736,17.75135,-22.2094799949171
0.1055755,16.91827,-21.5233321888858
0.156847,17.40118,-21.9731907785005
0.1082446,17.36896,-21.130802216958
0.1285731,17.70196,-21.2010460427122
0.2427506,18.46966,-21.9650137929782
0.112754,16.63615,-21.9588583643699
0.1132895,16.24799,-22.3580960691292
0.3538618,18.59082,-22.7895836768449
0.06170123,16.04124,-21.1671193761879
0.2168106,18.14036,-22.0164622770323
0.3003713,18.31407,-22.6513818167601
0.07733326,17.8489,-19.8741355454953
0.07733773,16.00392,-21.7192405517537
0.09381498,17.39941,-20.7682112424049
0.07817154,16.51236,-21.2353720770217
0.2719325,17.46136,-23.2550330429415
0.02414819,14.01554,-21.09513936395
0.1560497,17.27559,-22.0866174345083
0.1957683,17.68484,-22.2231330581564
0.2152316,17.31975,-22.8191828890629
0.08314706,17.10317,-20.7861646922048
0.2145752,17.45994,-22.6715267357837
0.1107989,17.37248,-21.1816823474785
0.3000664,18.08654,-22.8763645613717
0.2168903,17.79552,-22.3621967940218
0.07866521,17.12469,-20.6374728874313
0.07386148,16.62457,-20.9933691170293
0.302233,18.02077,-22.9602229350559
0.1106563,17.70343,-20.8477273917167
0.4749972,19.40313,-22.7367834045426
0.05668455,17.57266,-19.4436417360809
0.1578421,17.29413,-22.0953427840143
0.1561952,17.66046,-21.7039691867304
0.1186395,17.01575,-21.6983289164429
0.1183965,16.55724,-22.1520353912481
0.3408364,17.91265,-23.3722928758264
0.3319706,18.66796,-22.5500765839632
0.1027332,17.58061,-20.797519878179
0.1193093,16.41065,-22.3166214391004
0.1170748,17.21486,-21.4681101447593
0.07795132,17.52755,-20.2137139433712
0.478595,18.51314,-23.6464765905372
0.1181765,17.03104,-21.6738712335252
0.07776588,16.42729,-21.3085226379399
0.03101538,16.78918,-18.8762960221855
0.3004158,18.18672,-22.7791071914906
0.04260503,17.08655,-19.2872233864404
0.04280036,15.10564,-21.2783767905693
0.042782,15.48795,-20.8951086876821
0.04260654,15.33816,-21.0356898595333
0.08291406,17.0254,-20.8574879294891
0.04098138,15.61672,-20.6700504208679
0.195902,17.5843,-22.3253286467333
0.4144623,18.93894,-22.8470724068534
0.3908772,18.89655,-22.7385224106079
0.03941562,17.29736,-18.9022881764356
0.3921678,19.2962,-22.3473395408791
0.08289059,16.8675,-21.0147391458653
0.08513534,16.3111,-21.6325864080014
0.1064801,17.30165,-21.1598149336227
0.1067799,17.68981,-20.7782009419023
0.08292612,16.4417,-21.4415224021734
0.1029294,16.56899,-21.8135731800103
0.3952855,18.79217,-22.8717396900629
0.2508093,17.51639,-22.9990539114401
0.1203192,16.88392,-21.863120392342
0.1574143,17.1498,-22.2331913685421
0.1207845,17.59696,-21.1591357660606
0.1513837,17.39899,-21.8908392434099
0.1838303,17.69074,-22.0648607728388
0.1063378,17.1627,-21.2956544179934
0.1574208,17.17937,-22.2037260342992
0.09129854,16.60588,-21.4989105797631
0.3266157,18.12998,-23.0468449709135
0.05500096,16.99728,-19.9508834144166
0.06565089,17.5723,-19.776989526716
0.04565,16.35213,-20.1764488781657
0.04462435,16.37176,-20.1058200157193
0.09262145,16.78381,-21.3542077831219
0.04593659,15.57158,-20.9710439883608
0.05315065,16.32248,-20.5484356365113
0.04652571,15.32807,-21.243175972816
0.04825275,16.02573,-20.627432065871
0.2144425,17.6937,-22.4362491158361
0.2165713,17.56489,-22.5892281152408
0.207579,17.34576,-22.7047557708539
0.0689875,16.89616,-20.5659822954087
0.3976909,18.78418,-22.8953385844537
0.05909181,15.33006,-21.7803570357772
0.04489851,17.55805,-18.9332704163234
0.09283725,17.3409,-20.80249544647
0.09384138,16.36865,-21.7996161040566
0.09273437,17.46602,-20.6748126114185
0.09302549,17.56561,-20.5824705149092
0.1414574,17.4682,-21.6604802171449
0.09362785,16.08772,-22.0752798648107
0.1424379,16.58828,-22.5567857391661
0.09664176,17.32325,-20.9130710586485
0.097284,17.29037,-20.9612919735096
0.04653732,17.59119,-18.9806148986009
0.044495,16.59306,-19.8780136569328
0.04619161,15.03275,-21.522307035713
0.02728706,14.71331,-20.6679310025164
0.4131271,19.15352,-22.6241526902408
0.389298,19.12504,-22.4996204258939
0.09698931,17.18069,-21.0639436661351
0.1218784,17.43321,-21.3440504040991
0.05398665,17.23824,-19.667895864295
0.08438914,16.96718,-20.9562539669379
0.08602124,17.68922,-20.2782843417087
0.08431948,17.35176,-20.5697682658418
0.1133385,16.87814,-21.7289509327669
0.113087,17.41931,-21.1825911394252
0.1745856,17.28115,-22.3500472447615
0.05920999,16.01537,-21.0995794088854
0.2472486,17.64105,-22.8390007150028
0.09345763,17.38415,-20.7746477450558
0.08695956,16.0078,-21.9846864930341
0.05696096,16.75501,-20.2722902838256
0.08477565,17.54726,-20.3866850683194
0.413429,19.04354,-22.736018071876
0.05630004,16.80432,-20.1965939098678
0.1042009,16.45442,-21.9566935337079
0.05413438,17.26445,-19.6478518664473
0.05777619,16.71472,-20.3447303231627
0.02452652,17.20081,-17.9442603848123
0.02442459,17.56167,-17.5741837625855
0.1363494,16.85696,-22.1846418537428
0.1362663,17.54778,-21.4923837969489
0.09119939,16.91853,-21.1837508012701
0.1322529,16.72237,-22.2471737117614
0.1090451,17.28619,-21.2307503789317
0.3357253,18.2767,-22.9698673542789
0.1327278,17.2402,-21.737804268852
0.1319319,16.75003,-22.2137744101226
0.105452,16.60592,-21.8329612195503
0.4574442,19.77473,-22.2670666015453
0.1019839,17.41628,-20.9448468975482
0.1294098,17.6094,-21.3088887610952
0.267996,17.94832,-22.7317359234915
0.1298837,17.17435,-21.7525526196786
0.2849626,17.54193,-23.2913998343486
0.1019835,17.60248,-20.7586345604813
0.05008202,17.34425,-19.3926364389937
0.1106227,17.26482,-21.285629130333
0.225767,17.31612,-22.9399241010437
0.1172961,17.45874,-21.2286595427023
0.116857,17.32283,-21.3557832803825
0.1376484,17.15655,-21.9074873053649
0.07549575,16.61093,-21.057053667798
0.1159972,17.74661,-20.9147172826558
0.2280896,17.40771,-22.8734823144317
0.2260248,17.48146,-22.7773912701137
0.0227506,17.60292,-17.3759887294591
0.1528406,16.88314,-22.4295062817733
0.1531241,17.75215,-21.5649126632532
0.04563642,15.83378,-20.6941285939517
0.04503284,17.06025,-19.4377804308248
0.4380866,18.34597,-23.5834981705109
0.1425892,17.57559,-21.571991043015
0.0568578,16.47865,-20.5445542648921
0.044297,16.92098,-19.5400891408343
0.04603161,16.56398,-19.9832865171346
0.04429447,16.3572,-20.1037410847089
0.3801932,18.9227,-22.6412166955706
0.04351588,16.98534,-19.4358354676928
0.07371953,17.3821,-20.2314404228454
0.3701365,18.90207,-22.593177038775
0.09192926,17.15701,-20.9636807845111
0.1333295,17.12571,-21.8629742254235
0.09143206,17.339,-20.7691653725314
0.04644161,17.34817,-19.2190114819134
0.0541275,16.23609,-20.6759216244363
0.0468028,17.55548,-19.0291028695314
0.09691969,17.05242,-21.1905492838156
0.09685767,16.4137,-21.8277900617713
0.2856336,18.86466,-21.9745592905493
0.0471938,16.51844,-20.08484202795
0.1402182,17.56184,-21.5459923355365
0.4250439,19.409,-22.4421780531381
0.04744472,16.36578,-20.2494179521335
0.09708049,17.31622,-20.9305900708995
0.0473687,17.65029,-18.9613060519577
0.1216154,18.1535,-20.618691819163
0.137445,17.00483,-22.0557059790416
0.04820611,16.57775,-20.0732327301893
0.0459577,17.52972,-19.0139400393481
0.1019894,17.44915,-20.9120980984545
0.04768572,16.31818,-20.3084028997818
0.1534844,17.6247,-21.6979629251854
0.1018544,16.36173,-21.9964366905243
0.09289628,16.49608,-21.6487826963771
0.09172917,16.1629,-21.9527577763992
0.07406016,17.5309,-20.0931736164995
0.2164464,17.31536,-22.8373491212108
0.09219802,16.23708,-21.8903561808101
0.2100388,17.91599,-22.1632646854893
0.2101539,17.1277,-22.9529007292801
0.0924146,17.6527,-20.4801487308694
0.09258137,17.59751,-20.5395079437339
0.09303681,16.62833,-21.520034268623
0.05525228,16.88443,-20.0740318498813
0.05098766,16.46204,-20.3152146517627
0.0491895,16.50007,-20.1963450876004
0.05027183,15.73455,-21.0108531340031
0.05044587,16.91277,-19.8404168285338
0.1121374,17.66469,-20.917505456507
0.1283646,17.17807,-21.7211205978379
0.05071385,15.25112,-21.5140033886815
0.0963771,16.45708,-21.7728946182439
0.09189778,15.95751,-22.1623905110767
0.09161922,17.14125,-20.9716304025814
0.09266774,15.74709,-22.3920800562909
0.01808657,17.62475,-16.8482006325214
0.1788361,17.23553,-22.4536079838015
0.1326231,17.64762,-21.3285207489282
0.09532382,16.99943,-21.2050956211532
0.09238273,17.23212,-20.8999374877065
0.03132734,16.70841,-18.9793128494742
0.0931956,17.21213,-20.9401692449305
0.05545625,16.1702,-20.7965886786308
0.216654,17.58371,-22.5713445308704
0.09295362,16.9276,-21.2186960600764
0.1579706,17.57262,-21.8187989339324
0.4252399,18.76566,-23.0867082578594
0.1958532,18.24811,-21.6609214380183
0.06530171,16.106,-21.231160397186
0.1533283,17.60667,-21.7135708170934
0.1464849,17.64708,-21.5644912423774
0.2200011,18.20072,-21.9918754929162
0.269084,18.39298,-22.297169583731
0.07345694,17.62426,-19.9811306002952
0.23254,17.48139,-22.8473231603585
0.04658657,16.52685,-20.0473332472852
0.04781452,17.00446,-19.6281852226235
0.3888067,19.00618,-22.6152419831189
0.4969416,19.60169,-22.6562722518152
0.1125793,17.15491,-21.4364741261756
0.3908712,19.0059,-22.6291268988355
0.0541596,18.54798,-18.3653702550221
0.05809155,16.18774,-20.8840323253425
0.08397971,16.41285,-21.4993982494831
0.05049009,17.57068,-19.1844846489326
0.1649085,17.74052,-21.7537353662163
0.208865,17.25409,-22.8114870087716
0.336215,17.5485,-23.7017638425601
0.08257315,17.40759,-20.4658281862478
0.03816461,17.17023,-18.9573496182395
0.06949502,17.67701,-19.8018366659216
0.07912138,16.82418,-20.9512351786352
0.08265526,16.68766,-21.1880462917469
0.08211683,17.05662,-20.8040694359202
0.1177544,16.93815,-21.7583817364632
0.08240321,16.57507,-21.2936165408129
0.2601824,17.75778,-22.8486741156797
0.3434132,18.53568,-22.7684105755043
0.03769352,17.65478,-18.4450645086795
0.07942925,17.35686,-20.4274637766847
0.1369689,16.99514,-22.0571867793242
0.09511729,16.3333,-21.8662079583042
0.1137892,17.38283,-21.2335382401557
0.2745234,17.76221,-22.977834432574
0.05492734,17.0063,-19.9388419105433
0.0830428,17.57882,-20.3076342148108
0.299199,18.18467,-22.7709581530558
0.1136348,17.37943,-21.2337623514399
0.2195342,17.67849,-22.5088922341848
0.2744926,17.76934,-22.9704278970688
0.08963996,16.92079,-21.1416787642528
0.1138679,17.64726,-20.9707263763133
0.3809979,19.15355,-22.4157887100188
0.08159519,16.56593,-21.2801281151929
0.08140311,16.64909,-21.1915580506121
0.1154661,16.74361,-21.9069781510784
0.08300237,16.52764,-21.3576948446284
0.1087512,17.37523,-21.1354160263082
0.08266958,16.0363,-21.8398057903851
0.1829496,17.41451,-22.3294953535634
0.02399611,16.99888,-18.0978293678761
0.07958387,16.54824,-21.2405402751803
0.07939668,17.45281,-20.3305663228891
0.1082418,16.8542,-21.6455017565986
0.108453,17.2307,-21.2735455576327
0.08168125,17.58643,-20.2620486168924
0.0780502,16.60946,-21.1347131321668
0.1143625,18.05439,-20.5737260458704
0.1038673,17.37839,-21.0252609377066
0.3682172,18.53984,-22.9421036969139
0.0891047,16.93558,-21.1130801555246
0.07805659,15.91045,-21.8339068779736
0.1420507,17.65636,-21.4822488824032
0.07758146,16.66029,-21.0700778037581
0.07762073,16.75644,-20.9750876595404
0.07919856,16.243,-21.5346532213447
0.07872328,17.23794,-20.5259117463321
0.1430754,17.58317,-21.5724828469198
0.1140156,17.37745,-21.2435646017912
0.1142683,17.53548,-21.0907142851384
0.06234364,16.58882,-20.6430475492994
0.05480139,16.56056,-20.3793950902987
0.09426551,16.83786,-21.3408377695185
0.09698731,17.70233,-20.5422569248543
0.09696352,17.58965,-20.6543673352891
0.09659059,17.67229,-20.5627995822944
0.06073605,17.61654,-19.556070138284
0.34059,18.35181,-22.9312903385578
0.07793126,17.6104,-20.1302805504985
0.3679064,18.44424,-23.0355419402758
0.1519118,17.18797,-22.1101528325985
0.3678169,18.6998,-22.7793617163129
0.3660428,18.51314,-22.9536652655647
0.05515259,17.66283,-19.2915558294606
0.117342,17.34042,-21.3478895278832
0.05449592,16.28724,-20.6400891853704
0.15846,17.5702,-21.8286134591461
0.1100352,17.39645,-21.1415727855254
0.09075226,17.45026,-20.6406730405808
0.08876021,19.02725,-19.012476579581
0.1752853,17.38481,-22.2560118450737
0.05424383,16.76794,-20.1489191007225
0.04609774,15.76405,-20.7864461415141
0.1135538,17.03705,-21.5744824623688
0.09757847,17.01943,-21.2392360011267
0.1139601,16.50764,-22.112241059381
0.09813379,17.36757,-20.9042480728504
0.03188351,16.27666,-19.4501855793562
0.08308603,17.73431,-20.1533412691366
0.299898,17.94254,-23.0189466780016
0.465157,19.31812,-22.7672136190446
0.3034874,18.83383,-22.1575875061684
0.01590442,20.41325,-13.7768534577855
0.04623836,17.5751,-18.9822317467263
0.04619412,17.5751,-18.9800825100981
0.06837906,16.40632,-21.0356362918273
0.0683071,16.40632,-21.033237907237
0.1385223,17.11253,-21.966482843895
0.1386286,17.11253,-21.9682988578926
0.06834973,16.9065,-20.5344779533107
0.0683838,16.9065,-20.5356129476281
0.09419063,16.31555,-21.8613061822782
0.09424465,16.31555,-21.862632262915
0.1363515,15.79915,-23.2424915002213
0.1364336,15.79915,-23.2439137574402
0.1685187,17.12815,-22.4180504491037
0.1685575,17.12815,-22.4186030405499
0.04723592,16.51464,-20.0906462916388
0.04726475,16.51464,-20.0920174828578
0.1361056,17.16996,-21.8674182507794
0.1360787,17.16996,-21.866950437183
0.135132,17.77938,-21.2410247952584
0.1352101,17.77938,-21.2423902667319
0.04718106,17.09786,-19.5048079278421
0.04716573,17.09786,-19.5040776830655
0.1375457,17.60073,-21.4615405847754
0.1375598,17.60073,-21.461782041004
0.0943219,17.16037,-21.0197150066236
0.09436264,17.16037,-21.0207138948326
0.4501037,19.03337,-22.9663576282128
0.4498096,19.03337,-22.9646590144947
0.04518585,16.73746,-19.7681825489423
0.06230282,17.66034,-19.5700394958005
0.04499136,16.51723,-19.9787272457286
0.04247649,16.03294,-20.3340621815429
0.04243781,17.39916,-18.9658009487402
0.04507175,16.31844,-20.1815224462424
0.04862739,16.13698,-20.533580377599
0.04628501,16.61299,-19.9466035539494
0.04055981,15.64242,-20.6212202005055
0.04111088,15.36489,-20.9289479114974
0.04748411,17.1095,-19.5075658926697
0.04341232,16.47443,-19.9414088061092
0.04541563,16.21019,-20.3068322077457
0.04228496,15.29439,-21.062493539947
0.04117141,16.39419,-19.9029414451655
0.04785177,16.83693,-19.7974699817798
0.0458436,16.68021,-19.8578652295977
0.04144965,16.11155,-20.2006525348587
0.04176417,16.28451,-20.0446154232523
0.04614336,17.31085,-19.241859112697
0.0443475,17.23461,-19.2290156818401
0.04384797,17.10066,-19.3375577388463
0.04335027,17.39533,-19.0172982926445
0.04087288,17.49953,-18.7813147521824
0.04715846,15.88442,-20.7171730509908
0.04812082,14.21986,-22.4271465492798
0.09808032,16.63653,-21.6340238586709
0.0426452,16.73932,-19.6365615536223
0.04140621,16.34011,-19.9697417784285
0.0471465,16.45146,-20.149561409882
0.04232889,17.15443,-19.2047783656811
0.04471629,17.56413,-18.9180753647471
0.3566161,18.46957,-22.9306020036282
0.04388978,16.01356,-20.4267977301643
0.04161749,17.07633,-19.2449220700237
0.08210064,19.15984,-18.7003982482553
0.1138784,16.70654,-21.9116556372583
0.1900898,17.72542,-22.1111844012068
0.190023,17.72542,-22.1103327114824
0.09239963,16.08699,-22.0454921506812
0.09238136,16.08699,-22.0450352644547
0.09243842,16.24168,-21.8917684944287
0.09243449,16.24168,-21.8916701574507
0.06376865,16.34566,-20.9375207097575
0.06377522,16.34566,-20.9377547703629
0.09502017,17.52205,-20.675100375878
0.09501516,17.52205,-20.6749784418585
0.09456869,16.16218,-22.0239421126997
0.09458235,16.16218,-22.0242761812092
