z,mag_r,absmag_r
0.02304831,14.09909,-20.9085406245099
0.02308038,14.09909,-20.9116138620743
0.02306367,14.09909,-20.9100128979291
0.03117082,14.93333,-20.7432630098342
0.03114488,14.93333,-20.7414125226706
0.03117652,14.93333,-20.7436688605072
0.03155331,15.94349,-19.7602093464159
0.03155037,15.94349,-19.7600022373828
0.03155686,15.94349,-19.7604600044867
0.01981672,13.85927,-20.8149403562561
0.019815,13.85927,-20.8147490909041
0.0198265,13.85927,-20.8160283719092
0.01983764,13.85927,-20.8172665577116
0.01983721,13.85927,-20.8172189478502
0.01982478,13.85927,-20.8158374066881
0.0198026,13.85927,-20.8133689261939
0.01980882,13.85927,-20.8140611879248
0.03756391,16.47007,-19.6220834762618
0.03759468,16.47007,-19.6239118100266
0.03758097,16.47007,-19.62309708582
0.03756557,16.47007,-19.6221820013349
0.03758485,16.47007,-19.623327680826
0.03756239,16.47007,-19.621992918021
0.0375424,16.47007,-19.6208044800741
0.03759291,16.47007,-19.6238067220049
0.03752107,16.98684,-19.102766665025
0.03752098,16.98684,-19.1027611236271
0.03752477,16.98684,-19.102986758515
0.03754361,16.98684,-19.1041072895174
0.03754441,16.98684,-19.1041549171186
0.03753027,16.98684,-19.1033138674894
0.03753819,16.98684,-19.1037849464794
0.03756358,16.98684,-19.1052945829705
0.03759874,13.65627,-22.437948542146
0.03760479,13.65627,-22.4383079796235
0.03762015,13.65627,-22.4392199236826
0.03763198,13.65627,-22.4399217673533
0.03763212,13.65627,-22.4399297240338
0.03761692,13.65627,-22.4390280121579
0.03760285,13.65627,-22.4381929657633
0.0375762,13.65627,-22.4366100542988
0.03697328,16.85304,-19.203729788268
0.03695466,16.85304,-19.202605689027
0.03694718,16.85304,-19.2021536897021
0.0369492,16.85304,-19.2022758665603
0.03694531,16.85304,-19.2020407321854
0.03694822,16.85304,-19.202216466471
0.03695639,16.85304,-19.2027100704168
0.03696011,16.85304,-19.202934564269
0.0379608,16.23177,-19.8838484016191
0.03796067,16.23177,-19.8838407312008
0.03795573,16.23177,-19.8835501130239
0.03793205,16.23177,-19.8821561241974
0.03797793,16.23177,-19.884856071467
0.03791322,16.23177,-19.8810474319574
0.03796136,16.23177,-19.8838810553984
0.03797731,16.23177,-19.8848192694006
0.03802282,15.38451,-20.7347508647346
0.0380106,15.38451,-20.7340326299858
0.03806437,15.38451,-20.737189695411
0.03805646,15.38451,-20.7367253977839
0.03797681,15.38451,-20.7320463563449
0.03802701,15.38451,-20.7349967898338
0.03801546,15.38451,-20.7343180250209
0.03802427,15.38451,-20.7348359788073
0.03756607,16.6773,-19.4149763324257
0.03757632,16.6773,-19.4155857574315
0.03763117,16.6773,-19.418842204943
0.03761808,16.6773,-19.4180656163307
0.03758589,16.6773,-19.4161540833937
0.03756512,16.6773,-19.4149203182916
0.03763162,16.6773,-19.4188689486827
0.03759931,16.6773,-19.4169514496838
0.037823,15.55208,-20.5554121542652
0.03782982,15.55208,-20.5558145945026
0.03784803,15.55208,-20.5568889617833
0.03782875,15.55208,-20.5557512643292
0.03783459,15.55208,-20.5560962606442
0.03783748,15.55208,-20.556266870612
0.03782481,15.55208,-20.5555185988821
0.03781451,15.55208,-20.5549104344817
0.03719692,16.27725,-19.7929828601385
0.03721035,16.27725,-19.7937885703153
0.03721343,16.27725,-19.7939735866233
0.03719395,16.27725,-19.7928051411108
0.03722174,16.27725,-19.794471805037
0.03724196,16.27725,-19.7956840562269
0.03721269,16.27725,-19.7939291215075
0.03719961,16.27725,-19.7931442483667
0.03706715,15.90497,-20.1574647021154
0.03706887,15.90497,-20.1575685505527
0.03706102,15.90497,-20.1570961479504
0.03706329,15.90497,-20.1572325400924
0.03706744,15.90497,-20.1574826460264
0.03705507,15.90497,-20.1567376311884
0.03706014,15.90497,-20.1570427553934
0.03705417,15.90497,-20.1566831083919
0.04247902,15.80523,-20.5619091596972
0.04246762,15.80523,-20.5613079450354
0.04247404,15.80523,-20.5616468843364
0.04181673,14.87063,-21.4613137420116
0.04177349,14.87063,-21.4589973125634
0.0417684,14.87063,-21.4587245443308
0.04299377,13.62087,-22.7732503253735
0.04299879,13.62087,-22.7735120454842
0.04302461,13.62087,-22.7748576491888
0.04309473,15.24707,-21.1523051702394
0.04306537,15.24707,-21.1507779285525
0.04308128,15.24707,-21.1516057216868
0.04496579,16.80419,-19.690492906447
0.04495907,16.80419,-19.6901573381513
0.0449311,16.80419,-19.6887610002724
0.02890599,13.95689,-21.5521753523857
0.02896386,13.95689,-21.5566133705767
0.0289539,13.95689,-21.5558505822252
0.0435936,14.29941,-22.1257653647319
0.04362812,14.29941,-22.1275394001119
0.04359593,14.29941,-22.1258850937123
0.04341493,16.32803,-20.0879360755398
0.04343981,16.32803,-20.0892203342028
0.04343919,16.32803,-20.0891882316335
0.04339512,16.32803,-20.0869131955686
0.04338187,16.32803,-20.0862286498736
0.04342456,16.32803,-20.0884332120152
0.04342418,16.32803,-20.0884135978264
0.04340279,16.32803,-20.0873091656204
0.04287082,17.38176,-19.0059433650377
0.04291097,17.38176,-19.008040758505
0.04290239,17.38176,-19.0075929089529
0.04287165,17.38176,-19.0059869787766
0.04289272,17.38176,-19.0070875633786
0.04289943,17.38176,-19.0074380285007
0.04291004,17.38176,-19.0079923202388
0.04292132,17.38176,-19.008581486183
0.02890852,14.49854,-21.0107213316996
0.02894065,14.49854,-21.0131868390865
0.02893697,14.49854,-21.0129041700103
0.03108317,15.55044,-20.1198901250572
0.03111748,15.55044,-20.1223422931971
0.03109026,15.55044,-20.120396961885
0.0311174,15.55044,-20.1223361733921
0.03110162,15.55044,-20.1212089169396
0.03109602,15.55044,-20.1208085005328
0.03108124,15.55044,-20.1197517440188
0.03109342,15.55044,-20.120623044428
0.04277079,14.81845,-21.5640179026249
0.04278643,14.81845,-21.5648371844267
0.04277887,14.81845,-21.5644413353533
0.04781335,17.2223,-19.410297833312
0.04782369,17.2223,-19.4107838476413
0.0478018,17.2223,-19.4097546028593
0.04780447,17.2223,-19.409880217585
0.04780825,17.2223,-19.4100580287649
0.04781992,17.2223,-19.4106067925788
0.04781983,17.2223,-19.4106022390559
0.0478047,17.2223,-19.409891079348
0.02641208,15.19293,-20.1160955086799
0.02641659,15.19293,-20.1164732080432
0.02641534,15.19293,-20.1163682458249
0.026421,15.19293,-20.1168435045163
0.02644097,15.19293,-20.1185166559484
0.02643355,15.19293,-20.1178953399589
0.02641972,15.19293,-20.1167357484163
0.0264366,15.19293,-20.1181505356397
0.03805493,16.36231,-19.7588363470647
0.03805403,16.36231,-19.7587836574627
0.03804988,16.36231,-19.7585400889651
0.03803512,16.36231,-19.7576738337764
0.03803181,16.36231,-19.757479149234
0.03803665,16.36231,-19.7577635143538
0.03804481,16.36231,-19.7582422618086
0.03804617,16.36231,-19.7583222984571
0.02611963,15.27347,-20.0108907437149
0.02610958,15.27347,-20.0100385384301
0.02615497,15.27347,-20.0138856779511
0.02611702,15.27347,-20.0106702595435
0.02610775,15.27347,-20.0098835430738
0.0261382,15.27347,-20.0124649369549
0.02612135,15.27347,-20.0110368263064
0.04155203,17.15442,-19.1633030760986
0.04156185,17.15442,-19.1638320766187
0.04156152,17.15442,-19.1638146191316
0.04158991,17.15442,-19.1653431528152
0.04157137,17.15442,-19.1643451071397
0.04156257,17.15442,-19.1638710043319
0.04158438,17.15442,-19.1650457499412
0.04030348,15.42369,-20.8257614056852
0.04038043,15.42369,-20.8300284405665
0.04032848,15.42369,-20.8271488848352
0.04275357,17.35598,-19.0255888621935
0.04274147,17.35598,-19.0249542953259
0.04272985,17.35598,-19.0243455328838
0.04789603,16.47053,-20.1659442686606
0.04790784,16.47053,-20.1664987022036
0.04790999,16.47053,-20.1665995735439
0.04790704,16.47053,-20.1664612895353
0.04790917,16.47053,-20.1665609387649
0.0478983,16.47053,-20.1660507595455
0.04792027,16.47053,-20.1670818423249
0.04789276,16.47053,-20.1657909062114
0.02704967,15.717,-19.6448706123737
0.02704107,15.717,-19.6441660830443
0.02704471,15.717,-19.644464496954
0.02704097,15.717,-19.6441576871982
0.02704642,15.717,-19.6446047607737
0.02704835,15.717,-19.6447627188532
0.02704603,15.717,-19.6445724047129
0.02704466,15.717,-19.6444602232734
0.02317398,14.34678,-20.6728695282071
0.02315825,14.34678,-20.6713687768406
0.02320258,14.34678,-20.6755944736539
0.04381616,16.96344,-19.4731488336131
0.04382949,16.96344,-19.4738311771956
0.04380491,16.96344,-19.4725734499439
0.0438504,16.96344,-19.4749004120843
0.04388849,16.96344,-19.4768470843731
0.04382271,16.96344,-19.4734839314259
0.04385179,16.96344,-19.4749716514228
0.04380481,16.96344,-19.4725683017295
0.04266784,16.97761,-19.3994656850759
0.04267998,16.97761,-19.4001028795108
0.04268133,16.97761,-19.4001740591209
0.04269275,16.97761,-19.4007733278204
0.04267352,16.97761,-19.3997639640487
0.04268516,16.97761,-19.4003750709966
0.0426827,16.97761,-19.4002458231529
0.04267439,16.97761,-19.3998093381916
0.04399143,16.85979,-19.585749416613
0.04393047,16.85979,-19.5826403482996
0.04395565,16.85979,-19.5839249944899
0.04398463,16.85979,-19.5854030315673
0.04400836,16.85979,-19.5866124946804
0.04398132,16.85979,-19.5852343779489
0.04399245,16.85979,-19.5858014458463
0.0439756,16.85979,-19.5849424337524
0.03854302,17.04003,-19.1095883410391
0.03854648,17.04003,-19.1097891475548
0.03857525,17.04003,-19.1114558111026
0.038595,17.04003,-19.1125992423575
0.03858253,17.04003,-19.1118775729623
0.03857601,17.04003,-19.1114996089073
0.03857353,17.04003,-19.1113559144601
0.03858709,17.04003,-19.1121413774213
0.03787857,15.1737,-20.9370765932151
0.037871,15.1737,-20.936630286421
0.03788408,15.1737,-20.9374013849298
0.03790503,15.1737,-20.9386362274841
0.0379119,15.1737,-20.9390408916214
0.03788493,15.1737,-20.937451889312
0.03788478,15.1737,-20.9374426668557
0.03787905,15.1737,-20.9371049237357
0.02722046,15.54055,-19.8352734695179
0.02722584,15.54055,-19.8357121936544
0.02721711,15.54055,-19.8350010628457
0.02720707,15.54055,-19.8341833423307
0.02721895,15.54055,-19.8351504658929
0.02721192,15.54055,-19.8345779787171
0.02719802,15.54055,-19.8334456229833
0.02721542,15.54055,-19.8348637853514
0.04825684,17.43653,-19.2168238336264
0.04834508,17.43653,-19.2209319156961
0.04836202,17.43653,-19.2217199200829
0.04835097,17.43653,-19.2212062228317
0.04835565,17.43653,-19.221423496844
0.04831063,17.43653,-19.2193287460836
0.04720607,15.96492,-20.6389455093734
0.04720239,15.96492,-20.6387702905523
0.04721301,15.96492,-20.6392762254407
0.04693634,15.52601,-21.0649803607322
0.04697907,15.52601,-21.067024695612
0.04700401,15.52601,-21.0682174166906
0.04229417,15.69333,-20.6640335609088
0.04225965,15.69333,-20.6622046083374
0.04229536,15.69333,-20.6640964935292
0.04568727,14.10659,-22.4238244965548
0.04571029,14.10659,-22.4249554685153
0.04565855,14.10659,-22.4224129350257
0.04410464,14.77141,-21.6798974149894
0.04793875,16.46954,-20.1689407613073
0.0479408,16.46954,-20.1690366778618
0.04796119,16.46954,-20.169993006047
0.0446995,17.0044,-19.476961462653
0.04220918,15.69397,-20.6588939426502
0.04402956,15.02453,-21.4229544210057
0.04412945,16.01969,-20.4328771084245
0.04427105,15.21652,-21.2432370891213
0.04362534,17.24227,-19.1845401874414
0.04428264,15.6143,-20.8460446764781
0.04678797,15.8229,-20.7609777376466
0.0417958,16.531,-19.7998183967552
0.04790839,16.78787,-19.8491854577291
0.04594459,16.97419,-19.5688338356149
0.04416009,13.46918,-22.9849492414075
0.03921363,15.08319,-21.1049676745769
0.04501975,16.1044,-20.3929710120699
0.04461844,15.74762,-20.7296662022512
0.04570208,16.40145,-20.1296924853015
0.04300409,16.02114,-20.3735245086606
0.04578706,15.44931,-21.0860009133672
0.01861519,14.97556,-19.5608303465549
0.01908314,14.79669,-19.7943860370796
0.04548469,16.3223,-20.1981343332311
0.04554731,15.80116,-20.7223606337316
0.04629175,16.73868,-19.8212473301139
0.04540989,16.58237,-19.9343732583338
0.03417204,16.05628,-19.8248349523681
0.04427562,16.27343,-20.1865587057697
0.04897933,16.34224,-20.3445438560104
0.04855347,17.51337,-19.1537680666472
0.01751726,14.46856,-19.9339862150502
0.04525734,13.36112,-23.1480691154439
0.04617537,17.13374,-19.4205309516471
0.04608491,16.60625,-19.9436217497033
0.0435173,16.6873,-19.733948971765
0.04775053,16.49369,-20.1359473480093
0.04703689,17.37865,-19.2171423764715
0.04564638,17.41449,-19.1139065941973
0.04473528,17.27643,-19.2067225566023
0.04744255,17.18061,-19.4344806459356
0.04873994,16.47606,-20.1996981270591
0.02712464,12.74321,-22.6248001733004
0.02780725,16.29954,-19.1235634250595
0.04407459,15.50382,-20.945962646487
0.04406385,15.50382,-20.9454161317936
0.04403725,15.50382,-20.944062084037
0.04310533,15.94086,-20.4590717283371
0.04311743,15.94086,-20.4597007069908
0.04314194,15.94086,-20.4609738253856
0.04346034,15.79024,-20.6280688134983
0.04343319,15.79024,-20.6266678694342
0.04344362,15.79024,-20.6272061293038
0.04505016,16.57028,-19.9286067883913
0.04300419,16.69151,-19.7031501112266
0.04328664,15.0223,-21.3870359837894
0.04609279,16.12535,-20.4249016261482
0.04111977,16.79005,-19.5042722844907
0.04212908,14.95573,-21.3928803688696
0.04276317,16.98553,-19.3965445865575
0.04109117,16.5886,-19.7041598239176
0.04620446,15.62529,-20.9303948629081
0.04428343,16.67325,-19.7871268109736
0.04331427,17.02757,-19.3831960076806
0.04399454,17.38035,-19.0653545702082
0.04600977,15.46077,-21.0854293753507
0.04561053,15.17942,-21.3472129496267
0.04292282,16.02339,-20.3670331147461
0.04182121,16.24585,-20.0863314876099
0.04452216,16.46101,-20.0114317189317
0.04370881,15.65571,-20.7753829144928
0.01835624,15.46431,-19.0412208475129
0.04951216,17.2553,-19.4558306293301
0.01737376,15.23611,-19.1483344103996
0.04990106,15.05659,-21.6721482889196
0.01770279,13.33151,-21.094225210923
0.046133,15.88948,-20.6627293762411
0.04666304,15.59027,-20.9875981239724
0.03384342,13.93484,-21.9247545861046
0.04510846,16.43626,-20.0655345446227
0.04742173,16.64458,-19.9695217984212
0.04472311,14.85017,-21.6323753450935
0.04868747,15.88499,-20.7883464695445
0.01728673,15.32687,-19.0465202270562
0.02558614,14.22092,-21.0177468852073
0.04402232,17.14207,-19.3050434788093
0.04402615,17.14207,-19.3052385444279
0.04401234,17.14207,-19.3045352441587
0.04342018,16.11034,-20.3059003907009
0.04337246,16.11034,-20.3034357260306
0.04340001,16.11034,-20.3048591603903
0.04356972,15.50123,-20.9227222227738
0.04357518,15.50123,-20.9230031986738
0.0435801,15.50123,-20.9232563543685
0.04329462,14.74594,-21.6638121039708
0.04333829,14.74594,-21.6660718412809
0.04327934,14.74594,-21.6630210686126
0.045112,16.93637,-19.5656016941381
0.04513514,16.93637,-19.5667527553173
0.04511422,16.93637,-19.5657123231458
0.0438787,16.56584,-19.8739546672711
0.04480267,16.3085,-20.1780278899721
0.04478065,17.10746,-19.3779709003383
0.04799442,14.80569,-21.8354027528013
0.04853233,17.34452,-19.3216368891741
0.04365352,17.40639,-19.0218680356306
0.0438092,15.3213,-21.1149399699581
0.04419798,14.6338,-21.8222453882627
0.04594995,15.58479,-20.9584886521835
0.03701578,15.9082,-20.1511358329255
0.01716753,13.67517,-20.6829983063374
0.0179635,14.56307,-19.8948458404656
0.04799004,17.19646,-19.4444292839313
0.04360496,16.44757,-19.9781928427632
0.04364338,16.54648,-19.8812503586434
0.04616641,14.67247,-21.8813597972577
0.04460855,14.63863,-21.8381597227737
0.04677115,14.89387,-21.6891937184882
0.04215716,16.27017,-20.0799317449597
0.01731927,14.80358,-19.5739462204119
0.04617463,17.53171,-19.0225267866615
0.04257761,15.43994,-20.932388225832
0.04213586,15.41934,-20.9296259037352
0.04351147,16.16061,-20.2603421688821
0.04353567,16.16061,-20.2615885598693
0.04352758,16.16061,-20.2611722756251
0.0439369,16.28348,-20.1592870668711
0.04398379,16.28348,-20.1616786605523
0.04395926,16.28348,-20.1604280666162
0.04209036,14.65746,-21.6890834764087
0.04319344,17.04853,-19.3559772641573
0.04353213,16.01078,-20.4112359975168
0.0480672,15.77257,-20.871928074487
0.04366197,15.64742,-20.7812723517504
0.04422072,16.16367,-20.2935308058268
0.04417422,17.20667,-19.2481720550089
0.04752328,15.04047,-21.5784492942171
0.04388298,16.38431,-20.0556999490554
0.04473713,16.95816,-19.5250893251637
0.04444567,15.4382,-21.0303840015525
0.04556839,15.99952,-20.5250427372099
0.04513438,16.03018,-20.4728980276013
0.04488289,14.90262,-21.587924666833
0.04440582,17.44747,-19.0191013514299
0.04372088,17.00325,-19.4284618420008
0.01906302,15.08994,-19.4988209680615
0.04581222,16.96795,-19.5685869151121
0.04434543,14.67175,-21.7917696932661
0.04635497,16.18599,-20.3769973006048
0.04538947,15.72435,-20.7913777236708
0.04659066,15.89028,-20.6841019912893
0.04529358,17.37559,-19.1353946560066
0.04631242,15.80199,-20.7589347879704
0.04362752,14.56505,-21.8618667973174
0.04494008,16.38898,-20.1044183064577
0.04864703,17.45111,-19.2203521634398
0.04515335,15.34533,-21.1586983621882
0.04616153,15.6103,-20.9432983343497
0.04426393,14.69361,-21.7657832851441
0.04425402,16.40709,-20.0518011452743
0.04780596,15.90782,-20.7244213622092
0.04466899,14.52909,-21.9507354079216
0.0450918,14.56529,-21.935676155643
0.04672574,15.97666,-20.6042258381962
0.04184117,15.34584,-20.9874138205426
0.04374064,15.83956,-20.5931646475885
0.04642597,15.90326,-20.6631629771454
0.04286652,15.50492,-20.8825556347964
0.04596533,16.36998,-20.1740493902869
0.04332837,15.06839,-21.3431036920407
0.04954583,16.6375,-20.075154651724
0.04832217,16.37144,-20.2849526287528
0.04667191,15.62442,-20.9538738344113
0.04856645,16.56149,-20.1062489085032
0.04662567,15.52929,-21.0467802259821
0.04687977,17.41045,-19.1778234234757
0.04472855,15.67484,-20.8079804230324
0.04523633,15.46391,-21.0442313715186
0.04653622,17.55033,-19.0214285264948
0.04836853,17.46316,-19.1953961274481
0.04049385,16.43265,-19.8273459429436
0.04055977,15.9513,-20.3123316177185
0.04152127,16.20158,-20.1144862554292
0.04165713,15.62165,-20.7017307138962
0.0418182,15.64586,-20.6861573558181
0.04196802,16.02098,-20.3190491486407
0.04718691,16.74617,-19.8567767706455
0.04680572,16.6329,-19.9518237793321
0.04669622,15.97585,-20.6036120232152
0.01795317,14.47972,-19.9769305898448
0.0174587,14.94676,-19.4484121180994
0.04305041,16.39086,-20.00621095018
0.04321815,14.83246,-21.573323286487
0.04321233,14.83246,-21.5730213160775
0.04323596,14.83246,-21.5742465338205
0.01756198,13.86782,-20.540334004827
0.01756084,13.86782,-20.5401909094257
0.0175677,13.86782,-20.541050977592
0.04177729,15.86329,-20.4665379849317
0.04177126,15.86329,-20.4662143223872
0.04173357,15.86329,-20.4641932488456
0.0453501,16.93737,-19.5764162968081
0.04831021,15.92498,-20.730861180748
0.04303486,17.18186,-19.2144025504397
0.03286875,16.07343,-19.7211169855389
0.04432463,15.12608,-21.3363819215111
0.04491588,17.02468,-19.4675112297576
0.03411341,16.56121,-19.316085565802
0.04429307,14.80654,-21.6543245703589
0.04596794,17.48414,-19.0600236799696
0.04384921,17.18192,-19.2563622077503
0.04454607,17.08135,-19.3922901392502
0.03067748,14.69444,-20.9466921635837
0.04135915,15.3374,-20.9699105341225
0.04134313,15.3374,-20.9690430203905
0.04264755,16.28334,-20.0926653418764
0.04261323,16.28334,-20.090861887479
0.04127384,17.2408,-19.0618937994118
0.04129331,17.2408,-19.0629495193022
0.01994676,14.67334,-20.015299164277
0.01997522,14.67334,-20.0184428215703
0.04032724,17.20265,-19.048126319444
0.04228508,16.37145,-19.9854315254927
0.04068014,16.98944,-19.280830679035
0.03855022,16.55666,-19.5933772153382
0.02000542,14.89683,-19.7982775825339
0.02688803,15.61866,-19.729927278648
0.02684661,15.61866,-19.7265112409198
0.03474791,15.59902,-20.3193330631853
0.04336122,17.4095,-19.0036967257456
0.04172463,15.0278,-21.2992070280579
0.04181943,15.36759,-20.9645005753762
0.03556103,15.87591,-20.0939917868671
0.03528394,15.8269,-20.1255626465113
0.03526442,15.8269,-20.1243295790404
0.03582504,14.04539,-21.941003695624
0.03627339,15.52381,-20.4903226120285
0.03624266,15.52381,-20.4884321320875
0.03524779,15.41657,-20.5336142152752
0.03564508,16.17834,-19.7968233801968
0.03565883,16.17834,-19.7976830571671
0.02311241,14.97336,-20.0404067016693
0.02314,14.97336,-20.0430436136845
0.03563485,15.61245,-20.3620811300751
0.0356314,15.61245,-20.3618650511287
0.0366518,16.2314,-19.805888026064
0.03665096,16.2314,-19.8058370007971
0.01822762,12.76184,-21.7282085380922
0.04436876,17.38399,-19.0807052375502
0.04460199,15.32108,-21.1553766367842
0.01718224,14.596,-19.7640490989818
0.04202669,17.23161,-19.1115491868449
0.04609729,14.02896,-22.5215060377059
0.02232226,14.40202,-20.5349028685485
0.04499491,17.46948,-19.0266582172428
0.04499163,16.85181,-19.6441649698156
0.0222896,15.29223,-19.6414540629094
0.04326968,15.70438,-20.7040771274181
0.04532055,17.36917,-19.1431546681046
0.04555296,17.40255,-19.1212530605658
0.04558222,16.46192,-20.0633188152284
0.04559604,16.46192,-20.0639995308173
0.04973264,16.39642,-20.3247103755529
0.04972401,16.39642,-20.3243194974886
0.04188488,15.75519,-20.5804024626771
0.04188499,15.75519,-20.5804082381978
0.04297662,16.83548,-19.5577522254681
0.04297462,16.83548,-19.5576477216616
0.04333868,16.80974,-19.602289352081
0.04334423,16.80974,-19.6025762124838
0.04174913,16.15843,-20.1698926049211
0.04551757,16.43994,-20.0821171641881
0.04541563,16.24015,-20.2768696680728
0.0257586,15.58713,-19.66641225197
0.03238297,15.94798,-19.8134350756503
0.02741224,14.1669,-21.2244851071818
0.0274158,14.1669,-21.2247730829723
0.02750422,15.00804,-20.3907722014665
0.02751569,15.00804,-20.391696217212
0.02713145,15.54496,-19.8235993086096
0.02825401,15.6252,-19.8332464198877
0.02825069,15.6252,-19.8329856859397
0.02776077,14.99468,-20.4247146085505
0.02775546,14.99468,-20.424290721576
0.04300586,16.74273,-19.6520192364893
0.04302491,16.74273,-19.6530117137297
0.02815303,15.58268,-19.8678300688358
0.02817403,15.58268,-19.8694840910788
0.04296508,16.18212,-20.2105071360539
0.04308283,16.46045,-19.938304566493
0.01851283,13.29544,-21.22880694539
0.04789012,17.15997,-19.476234945519
0.04640143,17.50489,-19.0603464453031
0.04702403,16.97521,-19.6199741813491
0.04554075,15.23307,-21.2901271525162
0.04481218,16.76937,-19.7176408116715
0.04538129,17.48968,-19.0256487458449
0.0451732,14.62549,-21.8795250408668
0.04097398,16.90134,-19.385026104668
0.04096297,16.90134,-19.3844246056804
0.04856224,17.15917,-19.5083671752505
0.04857129,17.15917,-19.5087862449771
0.01940267,12.87331,-21.7543584045546
0.01941816,12.87331,-21.7561171279864
0.01989459,13.6667,-21.0161633047275
0.01987382,13.6667,-21.0138610246482
0.04280064,16.75952,-19.6245145485506
0.04278882,16.75952,-19.6238956797484
0.04754644,16.07834,-20.5416671734836
0.0475252,16.07834,-20.5406631255911
0.04222196,16.32598,-20.0275566210698
0.04180128,15.44777,-20.8833465307983
0.04142815,16.55089,-19.7601503947112
0.02041465,14.39892,-20.3408479859811
0.04923911,14.81777,-21.8809168096977
0.02667667,15.02868,-20.3024220537645
0.03694775,16.38446,-19.670768811869
0.03250366,15.46255,-20.3071447578098
0.0493733,17.56447,-19.1403399897378
0.04937543,17.56447,-19.1404369435149
0.01465049,13.74249,-20.267177708428
0.02883323,13.90562,-21.5978504820129
0.03033353,16.59828,-19.0178112832355
0.02979402,13.92557,-21.6506611870238
0.03405058,16.15325,-19.7199367770175
0.03095243,14.26044,-21.4005184951178
0.03054146,15.46361,-20.1676523301227
0.03075568,16.36749,-19.2793080477046
0.03078136,16.36749,-19.2811628720723
0.0348367,16.81593,-19.1081063599384
0.02186892,15.59584,-19.2957709675686
0.02186804,15.59584,-19.2956820181472
0.02210798,14.76513,-20.1504877835421
0.02210625,14.76513,-20.1503147512904
0.02203225,13.7836,-21.1244410026832
0.0220403,13.7836,-21.1252478674439
0.03795205,16.45937,-19.6557313258336
0.02613567,13.49372,-21.7919987251219
0.02267462,15.96775,-19.0037698518721
0.04083235,16.77871,-19.4999165300639
0.04084244,16.77871,-19.5004692843605
0.04295582,16.27476,-20.1173837657255
0.04295773,16.27476,-20.1174834558586
0.04194446,16.72062,-19.6181568167028
0.04196783,16.72062,-19.6194044592029
0.04132621,16.21299,-20.0925373843167
0.04133917,16.21299,-20.0932394432551
0.04159209,14.93133,-21.3885544454784
0.0257668,15.12558,-20.1286606440346
0.02576148,15.12558,-20.1282030027755
0.02573479,15.12558,-20.1259081146236
0.02573437,15.12558,-20.1258720581821
0.02575164,15.12558,-20.1273572666716
0.02975322,14.83429,-20.7388988446473
0.02980698,14.83429,-20.742907263778
0.02979753,14.83429,-20.7422030882728
0.02980044,14.83429,-20.7424198877031
0.02979811,14.83429,-20.7422468106966
0.02483605,15.45633,-19.7164821609715
0.02484233,15.45633,-19.7170414785175
0.02483615,15.45633,-19.7164909558253
0.0248326,15.45633,-19.7161749833144
0.02485009,15.45633,-19.717732510977
0.02016882,14.28056,-20.4324852822331
0.04669286,14.90155,-21.6777501774195
0.02114819,15.04225,-19.7753913930865
0.02056088,13.07875,-21.6767528412922
0.0469603,16.9642,-19.6279383474669
0.04693982,16.52109,-20.0700637006185
0.04710847,16.34295,-20.2562591674754
0.04629366,17.31599,-19.2440296627185
0.04162206,15.76021,-20.5612831257763
0.02202708,15.84371,-19.0638149128072
0.0266695,13.22605,-22.104455865467
0.04389229,16.03257,-20.4079112608449
0.02780769,13.9792,-21.4439387821984
0.0443727,16.04123,-20.4236664678724
0.04434963,16.04123,-20.4224999911943
0.04435644,16.04123,-20.4228443636366
0.04441148,15.59018,-20.8766762905788
0.04185138,15.84225,-20.4915505813079
0.0419348,15.84225,-20.4960094374472
0.04105189,16.75941,-19.531210525608
0.04106221,16.75941,-19.5317729945191
0.03671643,16.29397,-19.7472484216707
0.04398493,15.65493,-20.79028368061
0.04030133,14.79411,-21.45523023627
0.0178323,15.38566,-19.0561166953566
0.01786125,15.38566,-19.0596877106357
0.04461686,16.78826,-19.688946908193
0.03990155,16.63689,-19.59015028714
0.03993658,16.63689,-19.5921125418431
0.03995652,16.63689,-19.593229296065
0.03989115,16.63689,-19.5895677367052
0.03993866,16.63689,-19.5922293519996
0.02217409,13.85257,-21.0696421747657
0.02206347,15.70717,-19.203994823589
0.02199574,13.32866,-21.5757235477181
0.02512217,14.5884,-20.6097642703149
0.02220354,14.92862,-19.9965255673205
0.02087685,13.9086,-20.8805516077898
0.02229504,14.30403,-20.6301929093239
0.02054673,15.01748,-19.7365055462064
0.04853633,17.58803,-19.0783091964254
0.02800843,15.90034,-19.5387472206953
0.02397726,15.83192,-19.2630593838162
0.04684126,14.85262,-21.7338071997966
0.04693594,17.01179,-19.5791802070301
0.04598815,15.84318,-20.7019650188573
0.0461574,15.12881,-21.4245905226536
0.04621036,16.14885,-20.4071184458585
0.04570642,15.71841,-20.8129376973949
0.02532438,14.67521,-20.5406965743898
0.02794219,13.29599,-22.1378490652657
0.04167834,15.19151,-21.1330109458305
0.04412466,17.14532,-19.3070007772875
0.04346817,15.86141,-20.5573016605724
0.04347776,15.86141,-20.5577964774904
0.04359998,16.99441,-19.4310943788786
0.04360005,16.99441,-19.4310978266707
0.04004455,14.9399,-21.2951450933306
0.04009645,14.9399,-21.298042205432
0.04005871,14.9399,-21.2959359550264
0.02832536,14.58579,-20.8782549052358
0.02833091,14.58579,-20.8786899756473
0.02835323,14.58579,-20.8804361249645
